# File: L281.GlobalTechAccountOutputUseBasePrice_fd_China.csv
# Title: Sets up accounting secondary outputs to track final energy service
# Units: fraction
# Column types: cccncnn
# ----------
sector.name,subsector.name,technology,year,output.accounting,output.ratio,use.base.price
process heat food processing,biomass,biomass,1990,energy service,1,1
process heat food processing,biomass,biomass,2005,energy service,1,1
process heat food processing,biomass,biomass,2010,energy service,1,1
process heat food processing,biomass,biomass,2015,energy service,1,1
process heat food processing,biomass,biomass,2020,energy service,1,1
process heat food processing,biomass,biomass,2025,energy service,1,1
process heat food processing,biomass,biomass,2030,energy service,1,1
process heat food processing,biomass,biomass,2035,energy service,1,1
process heat food processing,biomass,biomass,2040,energy service,1,1
process heat food processing,biomass,biomass,2045,energy service,1,1
process heat food processing,biomass,biomass,2050,energy service,1,1
process heat food processing,biomass,biomass,2055,energy service,1,1
process heat food processing,biomass,biomass,2060,energy service,1,1
process heat food processing,biomass,biomass,2065,energy service,1,1
process heat food processing,biomass,biomass,2070,energy service,1,1
process heat food processing,biomass,biomass,2075,energy service,1,1
process heat food processing,biomass,biomass,2080,energy service,1,1
process heat food processing,biomass,biomass,2085,energy service,1,1
process heat food processing,biomass,biomass,2090,energy service,1,1
process heat food processing,biomass,biomass,2095,energy service,1,1
process heat food processing,biomass,biomass,2100,energy service,1,1
process heat food processing,biomass,biomass cogen,1975,energy service,1,1
process heat food processing,biomass,biomass cogen,1990,energy service,1,1
process heat food processing,biomass,biomass cogen,2005,energy service,1,1
process heat food processing,biomass,biomass cogen,2010,energy service,1,1
process heat food processing,biomass,biomass cogen,2015,energy service,1,1
process heat food processing,biomass,biomass cogen,2020,energy service,1,1
process heat food processing,biomass,biomass cogen,2025,energy service,1,1
process heat food processing,biomass,biomass cogen,2030,energy service,1,1
process heat food processing,biomass,biomass cogen,2035,energy service,1,1
process heat food processing,biomass,biomass cogen,2040,energy service,1,1
process heat food processing,biomass,biomass cogen,2045,energy service,1,1
process heat food processing,biomass,biomass cogen,2050,energy service,1,1
process heat food processing,biomass,biomass cogen,2055,energy service,1,1
process heat food processing,biomass,biomass cogen,2060,energy service,1,1
process heat food processing,biomass,biomass cogen,2065,energy service,1,1
process heat food processing,biomass,biomass cogen,2070,energy service,1,1
process heat food processing,biomass,biomass cogen,2075,energy service,1,1
process heat food processing,biomass,biomass cogen,2080,energy service,1,1
process heat food processing,biomass,biomass cogen,2085,energy service,1,1
process heat food processing,biomass,biomass cogen,2090,energy service,1,1
process heat food processing,biomass,biomass cogen,2095,energy service,1,1
process heat food processing,biomass,biomass cogen,2100,energy service,1,1
process heat food processing,coal,coal,1975,energy service,1,1
process heat food processing,coal,coal,1990,energy service,1,1
process heat food processing,coal,coal,2005,energy service,1,1
process heat food processing,coal,coal,2010,energy service,1,1
process heat food processing,coal,coal,2015,energy service,1,1
process heat food processing,coal,coal,2020,energy service,1,1
process heat food processing,coal,coal,2025,energy service,1,1
process heat food processing,coal,coal,2030,energy service,1,1
process heat food processing,coal,coal,2035,energy service,1,1
process heat food processing,coal,coal,2040,energy service,1,1
process heat food processing,coal,coal,2045,energy service,1,1
process heat food processing,coal,coal,2050,energy service,1,1
process heat food processing,coal,coal,2055,energy service,1,1
process heat food processing,coal,coal,2060,energy service,1,1
process heat food processing,coal,coal,2065,energy service,1,1
process heat food processing,coal,coal,2070,energy service,1,1
process heat food processing,coal,coal,2075,energy service,1,1
process heat food processing,coal,coal,2080,energy service,1,1
process heat food processing,coal,coal,2085,energy service,1,1
process heat food processing,coal,coal,2090,energy service,1,1
process heat food processing,coal,coal,2095,energy service,1,1
process heat food processing,coal,coal,2100,energy service,1,1
process heat food processing,coal,coal cogen,1975,energy service,1,1
process heat food processing,coal,coal cogen,1990,energy service,1,1
process heat food processing,coal,coal cogen,2005,energy service,1,1
process heat food processing,coal,coal cogen,2010,energy service,1,1
process heat food processing,coal,coal cogen,2015,energy service,1,1
process heat food processing,coal,coal cogen,2020,energy service,1,1
process heat food processing,coal,coal cogen,2025,energy service,1,1
process heat food processing,coal,coal cogen,2030,energy service,1,1
process heat food processing,coal,coal cogen,2035,energy service,1,1
process heat food processing,coal,coal cogen,2040,energy service,1,1
process heat food processing,coal,coal cogen,2045,energy service,1,1
process heat food processing,coal,coal cogen,2050,energy service,1,1
process heat food processing,coal,coal cogen,2055,energy service,1,1
process heat food processing,coal,coal cogen,2060,energy service,1,1
process heat food processing,coal,coal cogen,2065,energy service,1,1
process heat food processing,coal,coal cogen,2070,energy service,1,1
process heat food processing,coal,coal cogen,2075,energy service,1,1
process heat food processing,coal,coal cogen,2080,energy service,1,1
process heat food processing,coal,coal cogen,2085,energy service,1,1
process heat food processing,coal,coal cogen,2090,energy service,1,1
process heat food processing,coal,coal cogen,2095,energy service,1,1
process heat food processing,coal,coal cogen,2100,energy service,1,1
process heat food processing,electricity,electric heat pump,1975,energy service,1,1
process heat food processing,electricity,electric heat pump,1990,energy service,1,1
process heat food processing,electricity,electric heat pump,2005,energy service,1,1
process heat food processing,electricity,electric heat pump,2010,energy service,1,1
process heat food processing,electricity,electric heat pump,2015,energy service,1,1
process heat food processing,electricity,electric heat pump,2020,energy service,1,1
process heat food processing,electricity,electric heat pump,2025,energy service,1,1
process heat food processing,electricity,electric heat pump,2030,energy service,1,1
process heat food processing,electricity,electric heat pump,2035,energy service,1,1
process heat food processing,electricity,electric heat pump,2040,energy service,1,1
process heat food processing,electricity,electric heat pump,2045,energy service,1,1
process heat food processing,electricity,electric heat pump,2050,energy service,1,1
process heat food processing,electricity,electric heat pump,2055,energy service,1,1
process heat food processing,electricity,electric heat pump,2060,energy service,1,1
process heat food processing,electricity,electric heat pump,2065,energy service,1,1
process heat food processing,electricity,electric heat pump,2070,energy service,1,1
process heat food processing,electricity,electric heat pump,2075,energy service,1,1
process heat food processing,electricity,electric heat pump,2080,energy service,1,1
