# File: detailed_industry_output.csv
# Title: Detailed industry output
# Units:  Mt/EJ
# Column types: cncccn
# ----------
province,year,supplysector,subsector,technology,production
CQ,1990,chemical feedstocks,coal,coal,0
CQ,1990,chemical feedstocks,gas,gas,0
CQ,1990,chemical feedstocks,liquid,liquid,0
CQ,1990,chemical,chemical,chemical,0
CQ,1990,coke,coke,coke,0
CQ,1990,coke,coke,coke CCS,0
CQ,1990,construction,construction,construction,0
CQ,1990,construction energy use,biomass,biomass,0
CQ,1990,construction energy use,coal,coal,0
CQ,1990,construction energy use,district heat,district heat,0
CQ,1990,construction energy use,electricity,electricity,0
CQ,1990,construction energy use,gas,gas,0
CQ,1990,construction energy use,hydrogen,hydrogen,0
CQ,1990,construction energy use,liquid,liquid,0
CQ,1990,construction feedstocks,coal,coal,0
CQ,1990,construction feedstocks,gas,gas,0
CQ,1990,construction feedstocks,liquid,liquid,0
CQ,1990,iron and steel,BLASTFUR,Biomass-based,0
CQ,1990,iron and steel,BLASTFUR,BLASTFUR,0
CQ,1990,iron and steel,BLASTFUR,BLASTFUR CCS,0
CQ,1990,iron and steel,EAF with DRI,EAF with DRI,0
CQ,1990,iron and steel,EAF with DRI,EAF with DRI CCS,0
CQ,1990,iron and steel,EAF with DRI,Hydrogen-based DRI,0
CQ,1990,iron and steel,EAF with scrap,EAF with scrap,0
CQ,1990,mining energy use,biomass,biomass,0
CQ,1990,mining energy use,coal,coal,0
CQ,1990,mining energy use,district heat,district heat,0
CQ,1990,mining energy use,electricity,electricity,0
CQ,1990,mining energy use,gas,gas,0
CQ,1990,mining energy use,hydrogen,hydrogen,0
CQ,1990,mining energy use,liquid,liquid,0
CQ,2005,agricultural energy use,biomass,biomass,0
CQ,2005,agricultural energy use,coal,coal,0
CQ,2005,agricultural energy use,district heat,district heat,0
CQ,2005,agricultural energy use,electricity,electricity,0
CQ,2005,agricultural energy use,gas,gas,0
CQ,2005,agricultural energy use,hydrogen,hydrogen,0
CQ,2005,agricultural energy use,liquid,liquid,0
CQ,2005,chemical energy use,biomass,biomass,0
CQ,2005,chemical energy use,coal,coal,0
CQ,2005,chemical energy use,coal,coal CCS,0
CQ,2005,chemical energy use,district heat,district heat,0
CQ,2005,chemical energy use,electricity,electricity,0
CQ,2005,chemical energy use,gas,gas,0
CQ,2005,chemical energy use,gas,gas CCS,0
CQ,2005,chemical energy use,hydrogen,hydrogen,0
CQ,2005,chemical energy use,liquid,liquid,0
CQ,2005,chemical energy use,liquid,liquid CCS,0
CQ,2005,chemical feedstocks,coal,coal,0
CQ,2005,chemical feedstocks,gas,gas,0
CQ,2005,chemical feedstocks,liquid,liquid,0
CQ,2005,chemical,chemical,chemical,0
CQ,2005,coke,coke,coke,0
CQ,2005,coke,coke,coke CCS,0
CQ,2005,construction,construction,construction,0
CQ,2005,construction energy use,biomass,biomass,0
CQ,2005,construction energy use,coal,coal,0
CQ,2005,construction energy use,district heat,district heat,0
CQ,2005,construction energy use,electricity,electricity,0
CQ,2005,construction energy use,gas,gas,0
CQ,2005,construction energy use,hydrogen,hydrogen,0
CQ,2005,construction energy use,liquid,liquid,0
CQ,2005,construction feedstocks,coal,coal,0
CQ,2005,construction feedstocks,gas,gas,0
CQ,2005,construction feedstocks,liquid,liquid,0
CQ,2005,iron and steel,BLASTFUR,Biomass-based,0
CQ,2005,iron and steel,BLASTFUR,BLASTFUR,0
CQ,2005,iron and steel,BLASTFUR,BLASTFUR CCS,0
CQ,2005,iron and steel,EAF with DRI,EAF with DRI,0
CQ,2005,iron and steel,EAF with DRI,EAF with DRI CCS,0
CQ,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,0
CQ,2005,iron and steel,EAF with scrap,EAF with scrap,0
CQ,2005,mining energy use,biomass,biomass,0
CQ,2005,mining energy use,coal,coal,0
CQ,2005,mining energy use,district heat,district heat,0
CQ,2005,mining energy use,electricity,electricity,0
CQ,2005,mining energy use,gas,gas,0
CQ,2005,mining energy use,hydrogen,hydrogen,0
CQ,2005,mining energy use,liquid,liquid,0
CQ,2010,agricultural energy use,biomass,biomass,0
CQ,2010,agricultural energy use,coal,coal,0.002605254
CQ,2010,agricultural energy use,district heat,district heat,0
CQ,2010,agricultural energy use,electricity,electricity,0.002317133
CQ,2010,agricultural energy use,gas,gas,1.03E-05
CQ,2010,agricultural energy use,hydrogen,hydrogen,0
CQ,2010,agricultural energy use,liquid,liquid,0.000959997
CQ,2010,chemical energy use,biomass,biomass,0
CQ,2010,chemical energy use,coal,coal,0.013609587
CQ,2010,chemical energy use,coal,coal CCS,0
CQ,2010,chemical energy use,district heat,district heat,0
CQ,2010,chemical energy use,electricity,electricity,0.007305318
CQ,2010,chemical energy use,gas,gas,0.000763124
CQ,2010,chemical energy use,gas,gas CCS,0
CQ,2010,chemical energy use,hydrogen,hydrogen,0
CQ,2010,chemical energy use,liquid,liquid,0.001609235
CQ,2010,chemical energy use,liquid,liquid CCS,0
CQ,2010,chemical feedstocks,coal,coal,0.008955566
CQ,2010,chemical feedstocks,gas,gas,0
CQ,2010,chemical feedstocks,liquid,liquid,0
CQ,2010,chemical,chemical,chemical,0.03326752
CQ,2010,coke,coke,coke,3.27
CQ,2010,coke,coke,coke CCS,0
CQ,2010,construction,construction,construction,0.009181122
CQ,2010,construction energy use,biomass,biomass,0
CQ,2010,construction energy use,coal,coal,0.002729147
CQ,2010,construction energy use,district heat,district heat,0
CQ,2010,construction energy use,electricity,electricity,0.003747643
CQ,2010,construction energy use,gas,gas,7.80E-05
CQ,2010,construction energy use,hydrogen,hydrogen,0
CQ,2010,construction energy use,liquid,liquid,0.00262632
CQ,2010,construction feedstocks,coal,coal,0
CQ,2010,construction feedstocks,gas,gas,0
CQ,2010,construction feedstocks,liquid,liquid,0
CQ,2010,iron and steel,BLASTFUR,Biomass-based,0
CQ,2010,iron and steel,BLASTFUR,BLASTFUR,3.57
CQ,2010,iron and steel,BLASTFUR,BLASTFUR CCS,0
CQ,2010,iron and steel,EAF with DRI,EAF with DRI,0
CQ,2010,iron and steel,EAF with DRI,EAF with DRI CCS,0
CQ,2010,iron and steel,EAF with DRI,Hydrogen-based DRI,0
CQ,2010,iron and steel,EAF with scrap,EAF with scrap,1
CQ,2010,mining energy use,biomass,biomass,0
CQ,2010,mining energy use,coal,coal,0.018774533
CQ,2010,mining energy use,district heat,district heat,0
CQ,2010,mining energy use,electricity,electricity,0.009627725
CQ,2010,mining energy use,gas,gas,0.004293606
CQ,2010,mining energy use,hydrogen,hydrogen,0
CQ,2010,mining energy use,liquid,liquid,0.001671381
CQ,2015,agricultural energy use,biomass,biomass,0
CQ,2015,agricultural energy use,coal,coal,0.002643842
CQ,2015,agricultural energy use,district heat,district heat,0
CQ,2015,agricultural energy use,electricity,electricity,0.001677914
CQ,2015,agricultural energy use,gas,gas,1.21E-05
CQ,2015,agricultural energy use,hydrogen,hydrogen,0
CQ,2015,agricultural energy use,liquid,liquid,0.001111161
CQ,2015,chemical energy use,biomass,biomass,0
CQ,2015,chemical energy use,coal,coal,0.051888529
CQ,2015,chemical energy use,coal,coal CCS,0
CQ,2015,chemical energy use,district heat,district heat,0.001063953
CQ,2015,chemical energy use,electricity,electricity,0.005739836
CQ,2015,chemical energy use,gas,gas,0
CQ,2015,chemical energy use,gas,gas CCS,0
CQ,2015,chemical energy use,hydrogen,hydrogen,0
CQ,2015,chemical energy use,liquid,liquid,0.005476793
CQ,2015,chemical energy use,liquid,liquid CCS,0
CQ,2015,chemical feedstocks,coal,coal,0
CQ,2015,chemical feedstocks,gas,gas,0
CQ,2015,chemical feedstocks,liquid,liquid,0
CQ,2015,chemical,chemical,chemical,0.091670159
CQ,2015,coke,coke,coke,2.181
CQ,2015,coke,coke,coke CCS,0
CQ,2015,construction,construction,construction,0.008336172
CQ,2015,construction energy use,biomass,biomass,0
CQ,2015,construction energy use,coal,coal,0.001855873
CQ,2015,construction energy use,district heat,district heat,0
CQ,2015,construction energy use,electricity,electricity,0.002251969
CQ,2015,construction energy use,gas,gas,5.52E-05
CQ,2015,construction energy use,hydrogen,hydrogen,0
CQ,2015,construction energy use,liquid,liquid,0.00417313
CQ,2015,construction feedstocks,coal,coal,0
CQ,2015,construction feedstocks,gas,gas,0
CQ,2015,construction feedstocks,liquid,liquid,0
CQ,2015,iron and steel,BLASTFUR,Biomass-based,0
CQ,2015,iron and steel,BLASTFUR,BLASTFUR,6.335700945
CQ,2015,iron and steel,BLASTFUR,BLASTFUR CCS,0
CQ,2015,iron and steel,EAF with DRI,EAF with DRI,0
CQ,2015,iron and steel,EAF with DRI,EAF with DRI CCS,0
CQ,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,0
CQ,2015,iron and steel,EAF with scrap,EAF with scrap,0.559299055
CQ,2015,mining energy use,biomass,biomass,0
CQ,2015,mining energy use,coal,coal,0.018903834
CQ,2015,mining energy use,district heat,district heat,0
CQ,2015,mining energy use,electricity,electricity,0.010576308
CQ,2015,mining energy use,gas,gas,0.003730555
CQ,2015,mining energy use,hydrogen,hydrogen,0
CQ,2015,mining energy use,liquid,liquid,0.001454615
FJ,1975,agricultural energy use,biomass,biomass,0
FJ,1975,agricultural energy use,coal,coal,0
FJ,1975,agricultural energy use,district heat,district heat,0
FJ,1975,agricultural energy use,electricity,electricity,0
FJ,1975,agricultural energy use,gas,gas,0
FJ,1975,agricultural energy use,hydrogen,hydrogen,0
FJ,1975,agricultural energy use,liquid,liquid,0
FJ,1975,chemical energy use,biomass,biomass,0
FJ,1975,chemical energy use,coal,coal,0
FJ,1975,chemical energy use,coal,coal CCS,0
FJ,1975,chemical energy use,district heat,district heat,0
FJ,1975,chemical energy use,electricity,electricity,0
FJ,1975,chemical energy use,gas,gas,0
FJ,1975,chemical energy use,gas,gas CCS,0
FJ,1975,chemical energy use,hydrogen,hydrogen,0
FJ,1975,chemical energy use,liquid,liquid,0
FJ,1975,chemical energy use,liquid,liquid CCS,0
FJ,1975,chemical feedstocks,coal,coal,0
FJ,1975,chemical feedstocks,gas,gas,0
FJ,1975,chemical feedstocks,liquid,liquid,0
FJ,1975,chemical,chemical,chemical,0
FJ,1975,coke,coke,coke,0
FJ,1975,coke,coke,coke CCS,0
FJ,1975,construction,construction,construction,0
FJ,1975,construction energy use,biomass,biomass,0
FJ,1975,construction energy use,coal,coal,0
FJ,1975,construction energy use,district heat,district heat,0
FJ,1975,construction energy use,electricity,electricity,0
FJ,1975,construction energy use,gas,gas,0
FJ,1975,construction energy use,hydrogen,hydrogen,0
FJ,1975,construction energy use,liquid,liquid,0
FJ,1975,construction feedstocks,coal,coal,0
FJ,1975,construction feedstocks,gas,gas,0
FJ,1975,construction feedstocks,liquid,liquid,0
FJ,1975,iron and steel,BLASTFUR,Biomass-based,0
FJ,1975,iron and steel,BLASTFUR,BLASTFUR,0
FJ,1975,iron and steel,BLASTFUR,BLASTFUR CCS,0
FJ,1975,iron and steel,EAF with DRI,EAF with DRI,0
FJ,1975,iron and steel,EAF with DRI,EAF with DRI CCS,0
FJ,1975,iron and steel,EAF with DRI,Hydrogen-based DRI,0
FJ,1975,iron and steel,EAF with scrap,EAF with scrap,0
FJ,1975,mining energy use,biomass,biomass,0
FJ,1975,mining energy use,coal,coal,0
FJ,1975,mining energy use,district heat,district heat,0
FJ,1975,mining energy use,electricity,electricity,0
FJ,1975,mining energy use,gas,gas,0
FJ,1975,mining energy use,hydrogen,hydrogen,0
FJ,1975,mining energy use,liquid,liquid,0
FJ,1990,agricultural energy use,biomass,biomass,0
FJ,1990,agricultural energy use,coal,coal,0
FJ,1990,agricultural energy use,district heat,district heat,0
FJ,1990,agricultural energy use,electricity,electricity,0
FJ,1990,agricultural energy use,gas,gas,0
FJ,1990,agricultural energy use,hydrogen,hydrogen,0
FJ,1990,agricultural energy use,liquid,liquid,0
FJ,1990,chemical energy use,biomass,biomass,0
FJ,1990,chemical energy use,coal,coal,0
FJ,1990,chemical energy use,coal,coal CCS,0
FJ,1990,chemical energy use,district heat,district heat,0
FJ,1990,chemical energy use,electricity,electricity,0
FJ,1990,chemical energy use,gas,gas,0
FJ,1990,chemical energy use,gas,gas CCS,0
FJ,1990,chemical energy use,hydrogen,hydrogen,0
FJ,1990,chemical energy use,liquid,liquid,0
FJ,1990,chemical energy use,liquid,liquid CCS,0
FJ,1990,chemical feedstocks,coal,coal,0
FJ,1990,chemical feedstocks,gas,gas,0
FJ,1990,chemical feedstocks,liquid,liquid,0
FJ,1990,chemical,chemical,chemical,0
FJ,1990,coke,coke,coke,0
FJ,1990,coke,coke,coke CCS,0
FJ,1990,construction,construction,construction,0
FJ,1990,construction energy use,biomass,biomass,0
FJ,1990,construction energy use,coal,coal,0
FJ,1990,construction energy use,district heat,district heat,0
FJ,1990,construction energy use,electricity,electricity,0
FJ,1990,construction energy use,gas,gas,0
FJ,1990,construction energy use,hydrogen,hydrogen,0
FJ,1990,construction energy use,liquid,liquid,0
FJ,1990,construction feedstocks,coal,coal,0
FJ,1990,construction feedstocks,gas,gas,0
FJ,1990,construction feedstocks,liquid,liquid,0
FJ,1990,iron and steel,BLASTFUR,Biomass-based,0
FJ,1990,iron and steel,BLASTFUR,BLASTFUR,0
FJ,1990,iron and steel,BLASTFUR,BLASTFUR CCS,0
FJ,1990,iron and steel,EAF with DRI,EAF with DRI,0
FJ,1990,iron and steel,EAF with DRI,EAF with DRI CCS,0
FJ,1990,iron and steel,EAF with DRI,Hydrogen-based DRI,0
FJ,1990,iron and steel,EAF with scrap,EAF with scrap,0
FJ,1990,mining energy use,biomass,biomass,0
FJ,1990,mining energy use,coal,coal,0
FJ,1990,mining energy use,district heat,district heat,0
FJ,1990,mining energy use,electricity,electricity,0
FJ,1990,mining energy use,gas,gas,0
FJ,1990,mining energy use,hydrogen,hydrogen,0
FJ,1990,mining energy use,liquid,liquid,0
FJ,2005,agricultural energy use,biomass,biomass,0
FJ,2005,agricultural energy use,coal,coal,0
FJ,2005,agricultural energy use,district heat,district heat,0
FJ,2005,agricultural energy use,electricity,electricity,0
FJ,2005,agricultural energy use,gas,gas,0
FJ,2005,agricultural energy use,hydrogen,hydrogen,0
FJ,2005,agricultural energy use,liquid,liquid,0
FJ,2005,chemical energy use,biomass,biomass,0
FJ,2005,chemical energy use,coal,coal,0
FJ,2005,chemical energy use,coal,coal CCS,0
FJ,2005,chemical energy use,district heat,district heat,0
FJ,2005,chemical energy use,electricity,electricity,0
FJ,2005,chemical energy use,gas,gas,0
FJ,2005,chemical energy use,gas,gas CCS,0
FJ,2005,chemical energy use,hydrogen,hydrogen,0
FJ,2005,chemical energy use,liquid,liquid,0
FJ,2005,chemical energy use,liquid,liquid CCS,0
FJ,2005,chemical feedstocks,coal,coal,0
FJ,2005,chemical feedstocks,gas,gas,0
FJ,2005,chemical feedstocks,liquid,liquid,0
FJ,2005,chemical,chemical,chemical,0
FJ,2005,coke,coke,coke,0
FJ,2005,coke,coke,coke CCS,0
FJ,2005,construction,construction,construction,0
FJ,2005,construction energy use,biomass,biomass,0
FJ,2005,construction energy use,coal,coal,0
FJ,2005,construction energy use,district heat,district heat,0
FJ,2005,construction energy use,electricity,electricity,0
FJ,2005,construction energy use,gas,gas,0
FJ,2005,construction energy use,hydrogen,hydrogen,0
FJ,2005,construction energy use,liquid,liquid,0
FJ,2005,construction feedstocks,coal,coal,0
FJ,2005,construction feedstocks,gas,gas,0
FJ,2005,construction feedstocks,liquid,liquid,0
FJ,2005,iron and steel,BLASTFUR,Biomass-based,0
FJ,2005,iron and steel,BLASTFUR,BLASTFUR,0
FJ,2005,iron and steel,BLASTFUR,BLASTFUR CCS,0
FJ,2005,iron and steel,EAF with DRI,EAF with DRI,0
FJ,2005,iron and steel,EAF with DRI,EAF with DRI CCS,0
FJ,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,0
FJ,2005,iron and steel,EAF with scrap,EAF with scrap,0
FJ,2005,mining energy use,biomass,biomass,0
FJ,2005,mining energy use,coal,coal,0
FJ,2005,mining energy use,district heat,district heat,0
FJ,2005,mining energy use,electricity,electricity,0
FJ,2005,mining energy use,gas,gas,0
FJ,2005,mining energy use,hydrogen,hydrogen,0
FJ,2005,mining energy use,liquid,liquid,0
FJ,2010,agricultural energy use,biomass,biomass,0
FJ,2010,agricultural energy use,coal,coal,0.00312242
FJ,2010,agricultural energy use,district heat,district heat,0
FJ,2010,agricultural energy use,electricity,electricity,0.002777105
FJ,2010,agricultural energy use,gas,gas,8.75E-06
FJ,2010,agricultural energy use,hydrogen,hydrogen,0
FJ,2010,agricultural energy use,liquid,liquid,0.003380171
FJ,2010,chemical energy use,biomass,biomass,0
FJ,2010,chemical energy use,coal,coal,0.01145174
FJ,2010,chemical energy use,coal,coal CCS,0
FJ,2010,chemical energy use,district heat,district heat,0
FJ,2010,chemical energy use,electricity,electricity,0.007567622
FJ,2010,chemical energy use,gas,gas,0.000900851
FJ,2010,chemical energy use,gas,gas CCS,0
FJ,2010,chemical energy use,hydrogen,hydrogen,0
FJ,2010,chemical energy use,liquid,liquid,0.005203788
FJ,2010,chemical energy use,liquid,liquid CCS,0
FJ,2010,chemical feedstocks,coal,coal,0.017584603
FJ,2010,chemical feedstocks,gas,gas,0
FJ,2010,chemical feedstocks,liquid,liquid,0
FJ,2010,chemical,chemical,chemical,0.03589143
FJ,2010,coke,coke,coke,1.43
FJ,2010,coke,coke,coke CCS,0
FJ,2010,construction,construction,construction,0.024394162
FJ,2010,construction energy use,biomass,biomass,0
FJ,2010,construction energy use,coal,coal,0.004672593
FJ,2010,construction energy use,district heat,district heat,0
FJ,2010,construction energy use,electricity,electricity,0.006416368
FJ,2010,construction energy use,gas,gas,9.51E-05
FJ,2010,construction energy use,hydrogen,hydrogen,0
FJ,2010,construction energy use,liquid,liquid,0.013210101
FJ,2010,construction feedstocks,coal,coal,0
FJ,2010,construction feedstocks,gas,gas,0
FJ,2010,construction feedstocks,liquid,liquid,0
FJ,2010,iron and steel,BLASTFUR,Biomass-based,0
FJ,2010,iron and steel,BLASTFUR,BLASTFUR,10.67
FJ,2010,iron and steel,BLASTFUR,BLASTFUR CCS,0
FJ,2010,iron and steel,EAF with DRI,EAF with DRI,0
FJ,2010,iron and steel,EAF with DRI,EAF with DRI CCS,0
FJ,2010,iron and steel,EAF with DRI,Hydrogen-based DRI,0
FJ,2010,iron and steel,EAF with scrap,EAF with scrap,0.2
FJ,2010,mining energy use,biomass,biomass,0
FJ,2010,mining energy use,coal,coal,0.03214402
FJ,2010,mining energy use,district heat,district heat,0
FJ,2010,mining energy use,electricity,electricity,0.016483701
FJ,2010,mining energy use,gas,gas,0.001605838
FJ,2010,mining energy use,hydrogen,hydrogen,0
FJ,2010,mining energy use,liquid,liquid,0.008406865
FJ,2015,agricultural energy use,biomass,biomass,0
FJ,2015,agricultural energy use,coal,coal,0.003306017
FJ,2015,agricultural energy use,district heat,district heat,0
FJ,2015,agricultural energy use,electricity,electricity,0.002098163
FJ,2015,agricultural energy use,gas,gas,1.52E-05
FJ,2015,agricultural energy use,hydrogen,hydrogen,0
FJ,2015,agricultural energy use,liquid,liquid,0.003556634
FJ,2015,chemical energy use,biomass,biomass,0
FJ,2015,chemical energy use,coal,coal,0.018948731
FJ,2015,chemical energy use,coal,coal CCS,0
FJ,2015,chemical energy use,district heat,district heat,0.002167273
FJ,2015,chemical energy use,electricity,electricity,0.004298138
FJ,2015,chemical energy use,gas,gas,0.014463877
FJ,2015,chemical energy use,gas,gas CCS,0
FJ,2015,chemical energy use,hydrogen,hydrogen,0
FJ,2015,chemical energy use,liquid,liquid,0.006773612
FJ,2015,chemical energy use,liquid,liquid CCS,0
FJ,2015,chemical feedstocks,coal,coal,0.023117202
FJ,2015,chemical feedstocks,gas,gas,0
FJ,2015,chemical feedstocks,liquid,liquid,0
