# File: IO_detailed_industry.csv
# Title: Detailed industry coefficient
# Units: GJ/kg or GJ/GJ
# Description: Input-output data are calculated based on historical energy consumption sourced from the MEIC-HR emission inventory. The energy consumption data could not be used directly due to the inconsistency between IEA data(used in GCAM) and China's energy statistics, so the energy consumption share was used to allocate.
# Column types: cnccccnnn
# ----------
province,year,supplysector,subsector,technology,minicam.energy.input,coefficient,production,energy.input
ZJ,2021,iron and steel,BLASTFUR,BLASTFUR,refined liquids industrial,0.0002238,10.49970878,0.002349835
ZJ,2021,iron and steel,BLASTFUR,BLASTFUR CCS,coke,0.582062136,0,0
ZJ,2021,iron and steel,BLASTFUR,BLASTFUR CCS,delivered coal,0.007168739,0,0
ZJ,2021,iron and steel,BLASTFUR,BLASTFUR CCS,elect_td_ind,0,0,0
ZJ,2021,iron and steel,BLASTFUR,BLASTFUR CCS,refined liquids industrial,0.0000746,0,0
ZJ,2021,iron and steel,EAF with DRI,EAF with DRI,elect_td_ind,0.008460795,0,0
ZJ,2021,iron and steel,EAF with DRI,EAF with DRI,refined liquids industrial,0.0000721,0,0
ZJ,2021,iron and steel,EAF with DRI,EAF with DRI,wholesale gas,0.009446812,0,0
ZJ,2021,iron and steel,EAF with DRI,EAF with DRI CCS,elect_td_ind,0.008460795,0,0
ZJ,2021,iron and steel,EAF with DRI,EAF with DRI CCS,refined liquids industrial,0.0000721,0,0
ZJ,2021,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
ZJ,2021,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
ZJ,2021,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
ZJ,2021,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00288,4.055891225,0.011680967
ZJ,2021,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000262,4.055891225,0.000106264
ZJ,2021,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,4.055891225,4.542598172
ZJ,2021,mining energy use,biomass,biomass,delivered biomass,1,0,0
ZJ,2021,mining energy use,coal,coal,delivered coal,1.609324137,0.09462465,0.152281733
ZJ,2021,mining energy use,district heat,district heat,district heat,1,0,0
ZJ,2021,mining energy use,electricity,electricity,elect_td_ind,0.8,0.052940548,0.042352438
ZJ,2021,mining energy use,gas,gas,wholesale gas,1,0.013373591,0.013373591
ZJ,2021,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
ZJ,2021,mining energy use,liquid,liquid,refined liquids industrial,1,0.018637824,0.018637824
AH,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
BJ,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
CQ,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
FJ,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
GD,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
GS,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
GX,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
GZ,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
HA,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
HB,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
HE,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
HI,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
HL,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
HN,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
JL,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
JS,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
JX,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
LN,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
NM,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
NX,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
QH,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
SC,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
SD,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
SH,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
SN,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
SX,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
TJ,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
XJ,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
XZ,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
YN,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
ZJ,2010,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
AH,2010,agricultural energy use,coal,coal,delivered coal,1,0.022434504,0.022434504
BJ,2010,agricultural energy use,coal,coal,delivered coal,1,0.000592429,0.000592429
CQ,2010,agricultural energy use,coal,coal,delivered coal,1,0.002605254,0.002605254
FJ,2010,agricultural energy use,coal,coal,delivered coal,1,0.00312242,0.00312242
GD,2010,agricultural energy use,coal,coal,delivered coal,1,0.006596219,0.006596219
GS,2010,agricultural energy use,coal,coal,delivered coal,1,0.00516319,0.00516319
GX,2010,agricultural energy use,coal,coal,delivered coal,1,0.012199762,0.012199762
GZ,2010,agricultural energy use,coal,coal,delivered coal,1,0.004307014,0.004307014
HA,2010,agricultural energy use,coal,coal,delivered coal,1,0.036808676,0.036808676
HB,2010,agricultural energy use,coal,coal,delivered coal,1,0.011359785,0.011359785
HE,2010,agricultural energy use,coal,coal,delivered coal,1,0.025846607,0.025846607
HI,2010,agricultural energy use,coal,coal,delivered coal,1,0.001342887,0.001342887
HL,2010,agricultural energy use,coal,coal,delivered coal,1,0.018719103,0.018719103
HN,2010,agricultural energy use,coal,coal,delivered coal,1,0.017278544,0.017278544
JL,2010,agricultural energy use,coal,coal,delivered coal,1,0.009721118,0.009721118
JS,2010,agricultural energy use,coal,coal,delivered coal,1,0.014256019,0.014256019
JX,2010,agricultural energy use,coal,coal,delivered coal,1,0.014207639,0.014207639
LN,2010,agricultural energy use,coal,coal,delivered coal,1,0.005603445,0.005603445
NM,2010,agricultural energy use,coal,coal,delivered coal,1,0.01212041,0.01212041
NX,2010,agricultural energy use,coal,coal,delivered coal,1,0.001846818,0.001846818
QH,2010,agricultural energy use,coal,coal,delivered coal,1,0.001406698,0.001406698
SC,2010,agricultural energy use,coal,coal,delivered coal,1,0.010206003,0.010206003
SD,2010,agricultural energy use,coal,coal,delivered coal,1,0.038138105,0.038138105
SH,2010,agricultural energy use,coal,coal,delivered coal,1,0.00019717,0.00019717
SN,2010,agricultural energy use,coal,coal,delivered coal,1,0.004840856,0.004840856
SX,2010,agricultural energy use,coal,coal,delivered coal,1,0.007173729,0.007173729
TJ,2010,agricultural energy use,coal,coal,delivered coal,1,0.001144526,0.001144526
XJ,2010,agricultural energy use,coal,coal,delivered coal,1,0.007714426,0.007714426
XZ,2010,agricultural energy use,coal,coal,delivered coal,1,0.001391812,0.001391812
YN,2010,agricultural energy use,coal,coal,delivered coal,1,0.00800288,0.00800288
ZJ,2010,agricultural energy use,coal,coal,delivered coal,1,0.006008537,0.006008537
AH,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
BJ,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
CQ,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
FJ,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
GD,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
GS,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
GX,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
GZ,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
HA,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
HB,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
HE,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
HI,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
HL,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
HN,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
JL,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
JS,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
JX,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
LN,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
NM,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
NX,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
QH,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
SC,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
SD,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
SH,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
SN,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
SX,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
TJ,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
XJ,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
XZ,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
YN,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
ZJ,2010,agricultural energy use,district heat,district heat,district heat,1,0,0
AH,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.019953424,0.015962739
BJ,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.000526911,0.000421529
CQ,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.002317133,0.001853706
FJ,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.002777105,0.002221684
GD,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.005866729,0.004693383
GS,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.004592181,0.003673745
GX,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.010850564,0.008680451
GZ,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.003830691,0.003064553
HA,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.032737925,0.02619034
HB,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.010103481,0.008082785
HE,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.022169988,0.01773599
HI,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.001513954,0.001211163
HL,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.016638454,0.013310763
HN,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.015367672,0.012294138
JL,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.008651475,0.00692118
JS,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.012679415,0.010143532
JX,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.012636385,0.010109108
LN,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.004983748,0.003986998
NM,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.010779988,0.00862399
NX,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.001627451,0.001301961
QH,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.00158653,0.001269224
SC,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.009077299,0.007261839
SD,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.033920329,0.027136263
SH,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.000175365,0.000140292
SN,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.004305495,0.003444396
SX,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.005619144,0.004495315
TJ,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.000184508,0.000147606
XJ,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.006861271,0.005489017
XZ,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.001237888,0.00099031
YN,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.007113351,0.005690681
ZJ,2010,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.0053474,0.00427792
AH,2010,agricultural energy use,gas,gas,wholesale gas,1,8.43E-05,0.0000843
BJ,2010,agricultural energy use,gas,gas,wholesale gas,1,2.34E-06,0.00000234
CQ,2010,agricultural energy use,gas,gas,wholesale gas,1,1.03E-05,0.0000103
FJ,2010,agricultural energy use,gas,gas,wholesale gas,1,8.75E-06,0.00000875
GD,2010,agricultural energy use,gas,gas,wholesale gas,1,2.60E-05,0.000026
GS,2010,agricultural energy use,gas,gas,wholesale gas,1,2.03E-05,0.0000203
GX,2010,agricultural energy use,gas,gas,wholesale gas,1,3.64E-05,0.0000364
GZ,2010,agricultural energy use,gas,gas,wholesale gas,1,1.30E-05,0.000013
HA,2010,agricultural energy use,gas,gas,wholesale gas,1,0.000145125,0.000145125
HB,2010,agricultural energy use,gas,gas,wholesale gas,1,3.85E-05,0.0000385
HE,2010,agricultural energy use,gas,gas,wholesale gas,1,0.000101905,0.000101905
HI,2010,agricultural energy use,gas,gas,wholesale gas,1,6.71E-06,0.00000671
HL,2010,agricultural energy use,gas,gas,wholesale gas,1,7.38E-05,0.0000738
HN,2010,agricultural energy use,gas,gas,wholesale gas,1,4.16E-05,0.0000416
JL,2010,agricultural energy use,gas,gas,wholesale gas,1,3.83E-05,0.0000383
JS,2010,agricultural energy use,gas,gas,wholesale gas,1,5.62E-05,0.0000562
JX,2010,agricultural energy use,gas,gas,wholesale gas,1,2.93E-05,0.0000293
LN,2010,agricultural energy use,gas,gas,wholesale gas,1,2.21E-05,0.0000221
NM,2010,agricultural energy use,gas,gas,wholesale gas,1,4.78E-05,0.0000478
NX,2010,agricultural energy use,gas,gas,wholesale gas,1,6.55E-06,0.00000655
QH,2010,agricultural energy use,gas,gas,wholesale gas,1,3.82E-06,0.00000382
SC,2010,agricultural energy use,gas,gas,wholesale gas,1,4.02E-05,0.0000402
SD,2010,agricultural energy use,gas,gas,wholesale gas,1,0.000107808,0.000107808
SH,2010,agricultural energy use,gas,gas,wholesale gas,1,7.79E-07,0.000000779
SN,2010,agricultural energy use,gas,gas,wholesale gas,1,1.91E-05,0.0000191
SX,2010,agricultural energy use,gas,gas,wholesale gas,1,1.41E-05,0.0000141
TJ,2010,agricultural energy use,gas,gas,wholesale gas,1,4.51E-06,0.00000451
XJ,2010,agricultural energy use,gas,gas,wholesale gas,1,3.04E-05,0.0000304
XZ,2010,agricultural energy use,gas,gas,wholesale gas,1,0,0
YN,2010,agricultural energy use,gas,gas,wholesale gas,1,8.97E-06,0.00000897
ZJ,2010,agricultural energy use,gas,gas,wholesale gas,1,0,0
AH,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
BJ,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
CQ,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
FJ,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
GD,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
GS,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
GX,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
GZ,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
HA,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
HB,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
HE,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
HI,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
HL,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
HN,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
JL,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
JS,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
JX,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
LN,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
NM,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
NX,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
QH,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
SC,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
SD,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
SH,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
SN,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
SX,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
TJ,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
XJ,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
XZ,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
YN,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
ZJ,2010,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
AH,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.009216276,0.009216276
BJ,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.000641333,0.000641333
CQ,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.000959997,0.000959997
FJ,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.003380171,0.003380171
GD,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.007140725,0.007140725
GS,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.003010625,0.003010625
GX,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.003619182,0.003619182
GZ,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.001792361,0.001792361
HA,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.006293777,0.006293777
HB,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.008466311,0.008466311
HE,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.011864392,0.011864392
HI,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.001841562,0.001841562
HL,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.017471272,0.017471272
HN,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.007500867,0.007500867
JL,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.010530197,0.010530197
JS,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.010370816,0.010370816
JX,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.009960735,0.009960735
LN,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.006066,0.006066
NM,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.005101322,0.005101322
NX,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.000380643,0.000380643
QH,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.000289393,0.000289393
SC,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.008565335,0.008565335
SD,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.012618263,0.012618263
SH,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.000213446,0.000213446
SN,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.001159596,0.001159596
SX,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.001172089,0.001172089
TJ,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.001239004,0.001239004
XJ,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.004333456,0.004333456
XZ,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.001506703,0.001506703
YN,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.002699802,0.002699802
ZJ,2010,agricultural energy use,liquid,liquid,refined liquids industrial,1,0,0
AH,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
BJ,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
CQ,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
FJ,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
GD,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
GS,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
GX,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
GZ,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
HA,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
HB,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
HE,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
HI,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
HL,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
HN,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
JL,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
JS,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
JX,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
LN,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
NM,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
NX,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
QH,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
SC,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
SD,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
SH,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
SN,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
SX,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
TJ,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
XJ,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
XZ,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
YN,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
ZJ,2010,mining energy use,biomass,biomass,delivered biomass,1,0,0
AH,2010,mining energy use,coal,coal,delivered coal,1,0.036931143,0.036931143
BJ,2010,mining energy use,coal,coal,delivered coal,1,0.023895168,0.023895168
CQ,2010,mining energy use,coal,coal,delivered coal,1,0.018774533,0.018774533
FJ,2010,mining energy use,coal,coal,delivered coal,1,0.03214402,0.03214402
GD,2010,mining energy use,coal,coal,delivered coal,1,0.04883807,0.04883807
GS,2010,mining energy use,coal,coal,delivered coal,1,0.013679375,0.013679375
GX,2010,mining energy use,coal,coal,delivered coal,1,0.016172782,0.016172782
GZ,2010,mining energy use,coal,coal,delivered coal,1,0.007951053,0.007951053
HA,2010,mining energy use,coal,coal,delivered coal,1,0.070551767,0.070551767
HB,2010,mining energy use,coal,coal,delivered coal,1,0.071909657,0.071909657
HE,2010,mining energy use,coal,coal,delivered coal,1,0.057553525,0.057553525
HI,2010,mining energy use,coal,coal,delivered coal,1,0.000528848,0.000528848
HL,2010,mining energy use,coal,coal,delivered coal,1,0.018248401,0.018248401
HN,2010,mining energy use,coal,coal,delivered coal,1,0.046825181,0.046825181
JL,2010,mining energy use,coal,coal,delivered coal,1,0.009103775,0.009103775
JS,2010,mining energy use,coal,coal,delivered coal,1,0.170138573,0.170138573
JX,2010,mining energy use,coal,coal,delivered coal,1,0.01453967,0.01453967
LN,2010,mining energy use,coal,coal,delivered coal,1,0.05279825,0.05279825
NM,2010,mining energy use,coal,coal,delivered coal,1,0.011554841,0.011554841
NX,2010,mining energy use,coal,coal,delivered coal,1,0.004469075,0.004469075
QH,2010,mining energy use,coal,coal,delivered coal,1,0.003001377,0.003001377
SC,2010,mining energy use,coal,coal,delivered coal,1,0.037931849,0.037931849
SD,2010,mining energy use,coal,coal,delivered coal,1,0.084584464,0.084584464
SH,2010,mining energy use,coal,coal,delivered coal,1,0.02015181,0.02015181
SN,2010,mining energy use,coal,coal,delivered coal,1,0.033313418,0.033313418
SX,2010,mining energy use,coal,coal,delivered coal,1,0.029305681,0.029305681
TJ,2010,mining energy use,coal,coal,delivered coal,1,0.023293236,0.023293236
XJ,2010,mining energy use,coal,coal,delivered coal,1,0.013253238,0.013253238
XZ,2010,mining energy use,coal,coal,delivered coal,1,0.001421956,0.001421956
YN,2010,mining energy use,coal,coal,delivered coal,1,0.016132077,0.016132077
ZJ,2010,mining energy use,coal,coal,delivered coal,1,0.088581163,0.088581163
AH,2010,mining energy use,district heat,district heat,district heat,1,0,0
BJ,2010,mining energy use,district heat,district heat,district heat,1,0,0
CQ,2010,mining energy use,district heat,district heat,district heat,1,0,0
FJ,2010,mining energy use,district heat,district heat,district heat,1,0,0
GD,2010,mining energy use,district heat,district heat,district heat,1,0,0
GS,2010,mining energy use,district heat,district heat,district heat,1,0,0
GX,2010,mining energy use,district heat,district heat,district heat,1,0,0
GZ,2010,mining energy use,district heat,district heat,district heat,1,0,0
HA,2010,mining energy use,district heat,district heat,district heat,1,0,0
HB,2010,mining energy use,district heat,district heat,district heat,1,0,0
HE,2010,mining energy use,district heat,district heat,district heat,1,0,0
HI,2010,mining energy use,district heat,district heat,district heat,1,0,0
HL,2010,mining energy use,district heat,district heat,district heat,1,0,0
HN,2010,mining energy use,district heat,district heat,district heat,1,0,0
JL,2010,mining energy use,district heat,district heat,district heat,1,0,0
JS,2010,mining energy use,district heat,district heat,district heat,1,0,0
JX,2010,mining energy use,district heat,district heat,district heat,1,0,0
LN,2010,mining energy use,district heat,district heat,district heat,1,0,0
NM,2010,mining energy use,district heat,district heat,district heat,1,0,0
NX,2010,mining energy use,district heat,district heat,district heat,1,0,0
QH,2010,mining energy use,district heat,district heat,district heat,1,0,0
SC,2010,mining energy use,district heat,district heat,district heat,1,0,0
SD,2010,mining energy use,district heat,district heat,district heat,1,0,0
SH,2010,mining energy use,district heat,district heat,district heat,1,0,0
SN,2010,mining energy use,district heat,district heat,district heat,1,0,0
SX,2010,mining energy use,district heat,district heat,district heat,1,0,0
TJ,2010,mining energy use,district heat,district heat,district heat,1,0,0
XJ,2010,mining energy use,district heat,district heat,district heat,1,0,0
XZ,2010,mining energy use,district heat,district heat,district heat,1,0,0
YN,2010,mining energy use,district heat,district heat,district heat,1,0,0
ZJ,2010,mining energy use,district heat,district heat,district heat,1,0,0
AH,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.018938576,0.015150861
BJ,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.012253626,0.009802901
CQ,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.009627725,0.00770218
FJ,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.016483701,0.013186961
GD,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.025044539,0.020035631
GS,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.00701489,0.005611912
GX,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.008293528,0.006634822
GZ,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.004077361,0.003261889
HA,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.036179491,0.028943593
HB,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.036875828,0.029500662
HE,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.028463442,0.022770754
HI,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.000661895,0.000529516
HL,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.009357921,0.007486337
HN,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.024012314,0.019209851
JL,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.004668486,0.003734789
JS,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.087248374,0.069798699
JX,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.007456055,0.005964844
LN,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.02707535,0.02166028
