# File: ABSPI_intra_province_electricity_trade.csv
# Title: Intraprovince electricity trade
# Units: GWh
# Comments: obtained from Annual Book of Statistics for Power Industry from 2005 to 2019 preprocessed from original data format in Chinese
# Column types: ccnic
# ----------
from.region,to.region,value,year,units
LN,HE,1745.6525,2009,GWh
JL,HE,0,2009,GWh
HL,HE,0,2009,GWh
SH,HE,0,2009,GWh
JS,HE,0,2009,GWh
ZJ,HE,0,2009,GWh
AH,HE,0,2009,GWh
FJ,HE,0,2009,GWh
JX,HE,0,2009,GWh
SD,HE,205.34,2009,GWh
HA,HE,0,2009,GWh
HB,HE,0,2009,GWh
HN,HE,0,2009,GWh
GD,HE,0,2009,GWh
GX,HE,0,2009,GWh
HI,HE,0,2009,GWh
CQ,HE,0,2009,GWh
SC,HE,0,2009,GWh
GZ,HE,0,2009,GWh
YN,HE,0,2009,GWh
SN,HE,0,2009,GWh
GS,HE,0,2009,GWh
QH,HE,0,2009,GWh
NX,HE,0,2009,GWh
XJ,HE,0,2009,GWh
BJ,SX,0,2009,GWh
TJ,SX,0,2009,GWh
HE,SX,0,2009,GWh
SX,SX,0,2009,GWh
NM,SX,17037.895,2009,GWh
LN,SX,1745.6525,2009,GWh
JL,SX,0,2009,GWh
HL,SX,0,2009,GWh
SH,SX,0,2009,GWh
JS,SX,0,2009,GWh
ZJ,SX,0,2009,GWh
AH,SX,0,2009,GWh
FJ,SX,0,2009,GWh
JX,SX,0,2009,GWh
SD,SX,0,2009,GWh
HA,SX,0,2009,GWh
HB,SX,0,2009,GWh
HN,SX,0,2009,GWh
GD,SX,0,2009,GWh
GX,SX,0,2009,GWh
HI,SX,0,2009,GWh
CQ,SX,0,2009,GWh
SC,SX,0,2009,GWh
GZ,SX,0,2009,GWh
YN,SX,0,2009,GWh
SN,SX,224,2009,GWh
GS,SX,0,2009,GWh
QH,SX,0,2009,GWh
NX,SX,0,2009,GWh
XJ,SX,0,2009,GWh
BJ,NM,0,2009,GWh
TJ,NM,0,2009,GWh
HE,NM,0,2009,GWh
SX,NM,0,2009,GWh
NM,NM,0,2009,GWh
LN,NM,0.5,2009,GWh
JL,NM,81.65,2009,GWh
HL,NM,3.42,2009,GWh
SH,NM,0,2009,GWh
JS,NM,0,2009,GWh
ZJ,NM,0,2009,GWh
AH,NM,0,2009,GWh
FJ,NM,0,2009,GWh
JX,NM,0,2009,GWh
SD,NM,0,2009,GWh
HA,NM,0,2009,GWh
HB,NM,0,2009,GWh
HN,NM,0,2009,GWh
GD,NM,0,2009,GWh
GX,NM,0,2009,GWh
HI,NM,0,2009,GWh
CQ,NM,0,2009,GWh
SC,NM,0,2009,GWh
GZ,NM,0,2009,GWh
YN,NM,0,2009,GWh
SN,NM,0,2009,GWh
GS,NM,0,2009,GWh
QH,NM,0,2009,GWh
NX,NM,74.33,2009,GWh
XJ,NM,0,2009,GWh
BJ,LN,0,2009,GWh
TJ,LN,0,2009,GWh
HE,LN,0,2009,GWh
SX,LN,0,2009,GWh
NM,LN,9358.243333,2009,GWh
LN,LN,0,2009,GWh
JL,LN,20209.89,2009,GWh
HL,LN,557.47,2009,GWh
SH,LN,0,2009,GWh
JS,LN,0,2009,GWh
ZJ,LN,0,2009,GWh
AH,LN,0,2009,GWh
FJ,LN,0,2009,GWh
JX,LN,0,2009,GWh
SD,LN,0,2009,GWh
HA,LN,0,2009,GWh
HB,LN,0,2009,GWh
HN,LN,0,2009,GWh
GD,LN,0,2009,GWh
GX,LN,0,2009,GWh
HI,LN,0,2009,GWh
CQ,LN,0,2009,GWh
SC,LN,0,2009,GWh
GZ,LN,0,2009,GWh
YN,LN,0,2009,GWh
SN,LN,0,2009,GWh
GS,LN,0,2009,GWh
QH,LN,0,2009,GWh
NX,LN,0,2009,GWh
XJ,LN,0,2009,GWh
BJ,JL,0,2009,GWh
TJ,JL,0,2009,GWh
HE,JL,0,2009,GWh
SX,JL,0,2009,GWh
NM,JL,9358.243333,2009,GWh
LN,JL,5.11,2009,GWh
JL,JL,0,2009,GWh
HL,JL,16455.94,2009,GWh
SH,JL,0,2009,GWh
JS,JL,0,2009,GWh
ZJ,JL,0,2009,GWh
AH,JL,0,2009,GWh
FJ,JL,0,2009,GWh
JX,JL,0,2009,GWh
SD,JL,0,2009,GWh
HA,JL,0,2009,GWh
HB,JL,0,2009,GWh
HN,JL,0,2009,GWh
GD,JL,0,2009,GWh
GX,JL,0,2009,GWh
HI,JL,0,2009,GWh
CQ,JL,0,2009,GWh
SC,JL,0,2009,GWh
GZ,JL,0,2009,GWh
YN,JL,0,2009,GWh
SN,JL,0,2009,GWh
GS,JL,0,2009,GWh
QH,JL,0,2009,GWh
NX,JL,0,2009,GWh
XJ,JL,0,2009,GWh
BJ,HL,0,2009,GWh
TJ,HL,0,2009,GWh
HE,HL,0,2009,GWh
SX,HL,0,2009,GWh
NM,HL,9358.243333,2009,GWh
LN,HL,0,2009,GWh
JL,HL,35.5,2009,GWh
HL,HL,0,2009,GWh
SH,HL,0,2009,GWh
JS,HL,0,2009,GWh
ZJ,HL,0,2009,GWh
AH,HL,0,2009,GWh
FJ,HL,0,2009,GWh
JX,HL,0,2009,GWh
SD,HL,0,2009,GWh
HA,HL,0,2009,GWh
HB,HL,0,2009,GWh
HN,HL,0,2009,GWh
GD,HL,0,2009,GWh
GX,HL,0,2009,GWh
HI,HL,0,2009,GWh
CQ,HL,0,2009,GWh
SC,HL,0,2009,GWh
GZ,HL,0,2009,GWh
YN,HL,0,2009,GWh
SN,HL,0,2009,GWh
GS,HL,0,2009,GWh
QH,HL,0,2009,GWh
NX,HL,0,2009,GWh
XJ,HL,0,2009,GWh
BJ,SH,0,2009,GWh
TJ,SH,0,2009,GWh
HE,SH,0,2009,GWh
SX,SH,0,2009,GWh
NM,SH,0,2009,GWh
LN,SH,0,2009,GWh
JL,SH,0,2009,GWh
HL,SH,0,2009,GWh
SH,SH,0,2009,GWh
JS,SH,14221.53,2009,GWh
ZJ,SH,4465.3,2009,GWh
AH,SH,0,2009,GWh
FJ,SH,0,2009,GWh
JX,SH,0,2009,GWh
SD,SH,0,2009,GWh
HA,SH,0,2009,GWh
HB,SH,21755.98,2009,GWh
HN,SH,0,2009,GWh
GD,SH,0,2009,GWh
GX,SH,0,2009,GWh
HI,SH,0,2009,GWh
CQ,SH,0,2009,GWh
SC,SH,0,2009,GWh
GZ,SH,0,2009,GWh
YN,SH,0,2009,GWh
SN,SH,0,2009,GWh
GS,SH,0,2009,GWh
QH,SH,0,2009,GWh
NX,SH,0,2009,GWh
XJ,SH,0,2009,GWh
BJ,JS,0,2009,GWh
TJ,JS,0,2009,GWh
HE,JS,0,2009,GWh
SX,JS,16626.12,2009,GWh
NM,JS,0,2009,GWh
LN,JS,0,2009,GWh
JL,JS,0,2009,GWh
HL,JS,0,2009,GWh
SH,JS,995.26,2009,GWh
JS,JS,0,2009,GWh
ZJ,JS,145.84,2009,GWh
AH,JS,19847.79,2009,GWh
FJ,JS,0,2009,GWh
JX,JS,0,2009,GWh
SD,JS,0,2009,GWh
HA,JS,0,2009,GWh
HB,JS,15724.38,2009,GWh
HN,JS,0,2009,GWh
GD,JS,0,2009,GWh
GX,JS,0,2009,GWh
HI,JS,0,2009,GWh
CQ,JS,0,2009,GWh
SC,JS,0,2009,GWh
GZ,JS,0,2009,GWh
YN,JS,0,2009,GWh
SN,JS,0,2009,GWh
GS,JS,0,2009,GWh
QH,JS,0,2009,GWh
NX,JS,0,2009,GWh
XJ,JS,0,2009,GWh
BJ,ZJ,0,2009,GWh
TJ,ZJ,0,2009,GWh
HE,ZJ,0,2009,GWh
SX,ZJ,0,2009,GWh
NM,ZJ,0,2009,GWh
LN,ZJ,0,2009,GWh
JL,ZJ,0,2009,GWh
HL,ZJ,0,2009,GWh
SH,ZJ,917.84,2009,GWh
JS,ZJ,4533.74,2009,GWh
ZJ,ZJ,0,2009,GWh
AH,ZJ,17908.13,2009,GWh
FJ,ZJ,3771.71,2009,GWh
JX,ZJ,0,2009,GWh
SD,ZJ,0,2009,GWh
HA,ZJ,0,2009,GWh
HB,ZJ,0,2009,GWh
HN,ZJ,0,2009,GWh
GD,ZJ,0,2009,GWh
GX,ZJ,0,2009,GWh
HI,ZJ,0,2009,GWh
CQ,ZJ,0,2009,GWh
SC,ZJ,0,2009,GWh
GZ,ZJ,0,2009,GWh
YN,ZJ,0,2009,GWh
SN,ZJ,0,2009,GWh
GS,ZJ,0,2009,GWh
QH,ZJ,0,2009,GWh
NX,ZJ,0,2009,GWh
XJ,ZJ,0,2009,GWh
BJ,AH,0,2009,GWh
TJ,AH,0,2009,GWh
HE,AH,0,2009,GWh
SX,AH,0,2009,GWh
NM,AH,0,2009,GWh
LN,AH,0,2009,GWh
JL,AH,0,2009,GWh
HL,AH,0,2009,GWh
SH,AH,0,2009,GWh
JS,AH,128.93,2009,GWh
ZJ,AH,0,2009,GWh
AH,AH,0,2009,GWh
FJ,AH,0,2009,GWh
JX,AH,0,2009,GWh
SD,AH,0,2009,GWh
HA,AH,0,2009,GWh
HB,AH,0,2009,GWh
HN,AH,0,2009,GWh
GD,AH,0,2009,GWh
GX,AH,0,2009,GWh
HI,AH,0,2009,GWh
CQ,AH,0,2009,GWh
SC,AH,0,2009,GWh
GZ,AH,0,2009,GWh
YN,AH,0,2009,GWh
SN,AH,0,2009,GWh
GS,AH,0,2009,GWh
QH,AH,0,2009,GWh
NX,AH,0,2009,GWh
XJ,AH,0,2009,GWh
BJ,FJ,0,2009,GWh
TJ,FJ,0,2009,GWh
HE,FJ,0,2009,GWh
SX,FJ,0,2009,GWh
NM,FJ,0,2009,GWh
LN,FJ,0,2009,GWh
JL,FJ,0,2009,GWh
HL,FJ,0,2009,GWh
SH,FJ,0,2009,GWh
JS,FJ,0,2009,GWh
ZJ,FJ,192.85,2009,GWh
AH,FJ,0,2009,GWh
FJ,FJ,0,2009,GWh
JX,FJ,0,2009,GWh
SD,FJ,0,2009,GWh
HA,FJ,0,2009,GWh
HB,FJ,0,2009,GWh
HN,FJ,0,2009,GWh
GD,FJ,0,2009,GWh
GX,FJ,0,2009,GWh
HI,FJ,0,2009,GWh
CQ,FJ,0,2009,GWh
SC,FJ,0,2009,GWh
GZ,FJ,0,2009,GWh
YN,FJ,0,2009,GWh
SN,FJ,0,2009,GWh
GS,FJ,0,2009,GWh
QH,FJ,0,2009,GWh
NX,FJ,0,2009,GWh
XJ,FJ,0,2009,GWh
BJ,JX,0,2009,GWh
TJ,JX,0,2009,GWh
HE,JX,0,2009,GWh
SX,JX,0,2009,GWh
NM,JX,0,2009,GWh
LN,JX,0,2009,GWh
JL,JX,0,2009,GWh
HL,JX,0,2009,GWh
SH,JX,0,2009,GWh
JS,JX,0,2009,GWh
ZJ,JX,0,2009,GWh
AH,JX,0,2009,GWh
FJ,JX,0,2009,GWh
JX,JX,0,2009,GWh
SD,JX,0,2009,GWh
HA,JX,0,2009,GWh
HB,JX,8540.75,2009,GWh
HN,JX,0,2009,GWh
GD,JX,0,2009,GWh
GX,JX,0,2009,GWh
HI,JX,0,2009,GWh
CQ,JX,0,2009,GWh
SC,JX,0,2009,GWh
GZ,JX,0,2009,GWh
YN,JX,0,2009,GWh
SN,JX,0,2009,GWh
GS,JX,0,2009,GWh
QH,JX,0,2009,GWh
NX,JX,0,2009,GWh
XJ,JX,0,2009,GWh
BJ,SD,0,2009,GWh
TJ,SD,0,2009,GWh
HE,SD,0,2009,GWh
SX,SD,0,2009,GWh
NM,SD,0,2009,GWh
LN,SD,0,2009,GWh
JL,SD,0,2009,GWh
HL,SD,0,2009,GWh
SH,SD,0,2009,GWh
JS,SD,0,2009,GWh
ZJ,SD,0,2009,GWh
AH,SD,0,2009,GWh
FJ,SD,0,2009,GWh
JX,SD,0,2009,GWh
SD,SD,0,2009,GWh
HA,SD,0,2009,GWh
HB,SD,0,2009,GWh
HN,SD,0,2009,GWh
GD,SD,0,2009,GWh
GX,SD,0,2009,GWh
HI,SD,0,2009,GWh
CQ,SD,0,2009,GWh
SC,SD,0,2009,GWh
GZ,SD,0,2009,GWh
YN,SD,0,2009,GWh
SN,SD,0,2009,GWh
GS,SD,0,2009,GWh
QH,SD,0,2009,GWh
NX,SD,0,2009,GWh
XJ,SD,0,2009,GWh
BJ,HA,0,2009,GWh
TJ,HA,0,2009,GWh
HE,HA,0,2009,GWh
SX,HA,0,2009,GWh
NM,HA,0,2009,GWh
LN,HA,0,2009,GWh
JL,HA,0,2009,GWh
HL,HA,0,2009,GWh
SH,HA,0,2009,GWh
JS,HA,0,2009,GWh
ZJ,HA,0,2009,GWh
AH,HA,0,2009,GWh
FJ,HA,0,2009,GWh
JX,HA,0,2009,GWh
SD,HA,0,2009,GWh
HA,HA,0,2009,GWh
HB,HA,4536.87,2009,GWh
HN,HA,0,2009,GWh
GD,HA,0,2009,GWh
GX,HA,0,2009,GWh
HI,HA,0,2009,GWh
CQ,HA,0,2009,GWh
SC,HA,0,2009,GWh
GZ,HA,0,2009,GWh
YN,HA,0,2009,GWh
SN,HA,202.36,2009,GWh
GS,HA,0,2009,GWh
QH,HA,0,2009,GWh
NX,HA,0,2009,GWh
XJ,HA,0,2009,GWh
BJ,HB,0,2009,GWh
TJ,HB,0,2009,GWh
HE,HB,0,2009,GWh
SX,HB,0,2009,GWh
NM,HB,0,2009,GWh
LN,HB,0,2009,GWh
JL,HB,0,2009,GWh
HL,HB,0,2009,GWh
SH,HB,0.08,2009,GWh
JS,HB,881.16,2009,GWh
ZJ,HB,0,2009,GWh
AH,HB,0,2009,GWh
FJ,HB,0,2009,GWh
JX,HB,0.16,2009,GWh
SD,HB,0,2009,GWh
HA,HB,6160.95,2009,GWh
HB,HB,432.12,2009,GWh
HN,HB,18.79,2009,GWh
GD,HB,0,2009,GWh
GX,HB,0,2009,GWh
HI,HB,0,2009,GWh
CQ,HB,6572.39,2009,GWh
SC,HB,0,2009,GWh
GZ,HB,0,2009,GWh
YN,HB,0,2009,GWh
SN,HB,3605.78,2009,GWh
GS,HB,0,2009,GWh
QH,HB,0,2009,GWh
NX,HB,0,2009,GWh
XJ,HB,0,2009,GWh
BJ,HN,0,2009,GWh
TJ,HN,0,2009,GWh
HE,HN,0,2009,GWh
SX,HN,0,2009,GWh
NM,HN,0,2009,GWh
LN,HN,0,2009,GWh
JL,HN,0,2009,GWh
HL,HN,0,2009,GWh
SH,HN,0,2009,GWh
JS,HN,0,2009,GWh
ZJ,HN,0,2009,GWh
AH,HN,0,2009,GWh
FJ,HN,0,2009,GWh
JX,HN,0,2009,GWh
SD,HN,0,2009,GWh
HA,HN,0,2009,GWh
HB,HN,11840.03,2009,GWh
HN,HN,0,2009,GWh
GD,HN,0,2009,GWh
GX,HN,35.69,2009,GWh
HI,HN,0,2009,GWh
CQ,HN,567.09,2009,GWh
SC,HN,0,2009,GWh
GZ,HN,1377.4,2009,GWh
YN,HN,0,2009,GWh
SN,HN,0,2009,GWh
GS,HN,0,2009,GWh
QH,HN,0,2009,GWh
NX,HN,0,2009,GWh
XJ,HN,0,2009,GWh
BJ,GD,0,2009,GWh
TJ,GD,0,2009,GWh
HE,GD,0,2009,GWh
SX,GD,0,2009,GWh
NM,GD,0,2009,GWh
LN,GD,0,2009,GWh
JL,GD,0,2009,GWh
HL,GD,0,2009,GWh
SH,GD,0,2009,GWh
JS,GD,0,2009,GWh
ZJ,GD,0,2009,GWh
AH,GD,0,2009,GWh
FJ,GD,0,2009,GWh
JX,GD,0,2009,GWh
SD,GD,0,2009,GWh
HA,GD,0,2009,GWh
HB,GD,14906.61,2009,GWh
HN,GD,10478.1,2009,GWh
GD,GD,0,2009,GWh
GX,GD,11346.68,2009,GWh
HI,GD,0,2009,GWh
CQ,GD,0,2009,GWh
SC,GD,0,2009,GWh
GZ,GD,41627.61,2009,GWh
YN,GD,25517.67,2009,GWh
SN,GD,0,2009,GWh
GS,GD,0,2009,GWh
QH,GD,0,2009,GWh
NX,GD,0,2009,GWh
XJ,GD,0,2009,GWh
BJ,GX,0,2009,GWh
TJ,GX,0,2009,GWh
HE,GX,0,2009,GWh
SX,GX,0,2009,GWh
NM,GX,0,2009,GWh
LN,GX,0,2009,GWh
JL,GX,0,2009,GWh
HL,GX,0,2009,GWh
SH,GX,0,2009,GWh
JS,GX,0,2009,GWh
ZJ,GX,0,2009,GWh
AH,GX,0,2009,GWh
FJ,GX,0,2009,GWh
JX,GX,0,2009,GWh
SD,GX,0,2009,GWh
HA,GX,0,2009,GWh
HB,GX,0,2009,GWh
HN,GX,836.2,2009,GWh
GD,GX,0,2009,GWh
GX,GX,0,2009,GWh
HI,GX,0,2009,GWh
CQ,GX,0,2009,GWh
SC,GX,0,2009,GWh
GZ,GX,1807.5,2009,GWh
YN,GX,335.97,2009,GWh
SN,GX,0,2009,GWh
GS,GX,0,2009,GWh
QH,GX,0,2009,GWh
NX,GX,0,2009,GWh
XJ,GX,0,2009,GWh
BJ,HI,0,2009,GWh
TJ,HI,0,2009,GWh
HE,HI,0,2009,GWh
SX,HI,0,2009,GWh
NM,HI,0,2009,GWh
LN,HI,0,2009,GWh
JL,HI,0,2009,GWh
HL,HI,0,2009,GWh
SH,HI,0,2009,GWh
JS,HI,0,2009,GWh
ZJ,HI,0,2009,GWh
AH,HI,0,2009,GWh
FJ,HI,0,2009,GWh
JX,HI,0,2009,GWh
SD,HI,0,2009,GWh
HA,HI,0,2009,GWh
HB,HI,0,2009,GWh
HN,HI,0,2009,GWh
GD,HI,0,2009,GWh
GX,HI,0,2009,GWh
HI,HI,0,2009,GWh
CQ,HI,0,2009,GWh
SC,HI,0,2009,GWh
GZ,HI,0,2009,GWh
YN,HI,0,2009,GWh
SN,HI,0,2009,GWh
GS,HI,0,2009,GWh
QH,HI,0,2009,GWh
NX,HI,0,2009,GWh
XJ,HI,0,2009,GWh
BJ,CQ,0,2009,GWh
TJ,CQ,0,2009,GWh
HE,CQ,0,2009,GWh
SX,CQ,0,2009,GWh
NM,CQ,0,2009,GWh
LN,CQ,0,2009,GWh
JL,CQ,0,2009,GWh
HL,CQ,0,2009,GWh
SH,CQ,0,2009,GWh
JS,CQ,0,2009,GWh
ZJ,CQ,0,2009,GWh
AH,CQ,0,2009,GWh
FJ,CQ,0,2009,GWh
JX,CQ,0,2009,GWh
SD,CQ,0,2009,GWh
HA,CQ,0,2009,GWh
HB,CQ,3277.92,2009,GWh
HN,CQ,0,2009,GWh
GD,CQ,0,2009,GWh
GX,CQ,0,2009,GWh
HI,CQ,0,2009,GWh
CQ,CQ,0,2009,GWh
SC,CQ,12524.24,2009,GWh
GZ,CQ,2158.41,2009,GWh
YN,CQ,0,2009,GWh
SN,CQ,0,2009,GWh
GS,CQ,0,2009,GWh
QH,CQ,0,2009,GWh
NX,CQ,0,2009,GWh
XJ,CQ,0,2009,GWh
BJ,SC,0,2009,GWh
TJ,SC,0,2009,GWh
HE,SC,0,2009,GWh
SX,SC,0,2009,GWh
NM,SC,0,2009,GWh
LN,SC,0,2009,GWh
JL,SC,0,2009,GWh
HL,SC,0,2009,GWh
SH,SC,0,2009,GWh
JS,SC,0,2009,GWh
ZJ,SC,0,2009,GWh
AH,SC,0,2009,GWh
FJ,SC,0,2009,GWh
JX,SC,0,2009,GWh
SD,SC,0,2009,GWh
HA,SC,0,2009,GWh
HB,SC,1103.816667,2009,GWh
HN,SC,0,2009,GWh
GD,SC,0,2009,GWh
GX,SC,0,2009,GWh
HI,SC,0,2009,GWh
CQ,SC,705.26,2009,GWh
SC,SC,0,2009,GWh
GZ,SC,0,2009,GWh
YN,SC,28.02,2009,GWh
SN,SC,450.35,2009,GWh
GS,SC,151.33,2009,GWh
QH,SC,0,2009,GWh
NX,SC,0,2009,GWh
XJ,SC,0,2009,GWh
BJ,GZ,0,2009,GWh
TJ,GZ,0,2009,GWh
HE,GZ,0,2009,GWh
SX,GZ,0,2009,GWh
NM,GZ,0,2009,GWh
LN,GZ,0,2009,GWh
JL,GZ,0,2009,GWh
HL,GZ,0,2009,GWh
SH,GZ,0,2009,GWh
JS,GZ,0,2009,GWh
ZJ,GZ,0,2009,GWh
AH,GZ,0,2009,GWh
FJ,GZ,0,2009,GWh
JX,GZ,0,2009,GWh
SD,GZ,0,2009,GWh
HA,GZ,0,2009,GWh
HB,GZ,1103.816667,2009,GWh
HN,GZ,16.02,2009,GWh
GD,GZ,0,2009,GWh
GX,GZ,0,2009,GWh
HI,GZ,0,2009,GWh
CQ,GZ,11.85,2009,GWh
SC,GZ,62.37,2009,GWh
GZ,GZ,0,2009,GWh
YN,GZ,132.36,2009,GWh
SN,GZ,0,2009,GWh
GS,GZ,0,2009,GWh
QH,GZ,0,2009,GWh
NX,GZ,0,2009,GWh
XJ,GZ,0,2009,GWh
BJ,YN,0,2009,GWh
TJ,YN,0,2009,GWh
HE,YN,0,2009,GWh
SX,YN,0,2009,GWh
NM,YN,0,2009,GWh
LN,YN,0,2009,GWh
JL,YN,0,2009,GWh
HL,YN,0,2009,GWh
SH,YN,0,2009,GWh
JS,YN,0,2009,GWh
ZJ,YN,0,2009,GWh
AH,YN,0,2009,GWh
FJ,YN,0,2009,GWh
JX,YN,0,2009,GWh
SD,YN,0,2009,GWh
HA,YN,0,2009,GWh
HB,YN,1103.816667,2009,GWh
HN,YN,0,2009,GWh
GD,YN,0,2009,GWh
GX,YN,0,2009,GWh
HI,YN,0,2009,GWh
CQ,YN,0,2009,GWh
SC,YN,185.38,2009,GWh
GZ,YN,0,2009,GWh
YN,YN,0,2009,GWh
SN,YN,0,2009,GWh
GS,YN,0,2009,GWh
QH,YN,0,2009,GWh
NX,YN,0,2009,GWh
XJ,YN,0,2009,GWh
BJ,SN,0,2009,GWh
TJ,SN,0,2009,GWh
HE,SN,0,2009,GWh
SX,SN,331.84,2009,GWh
NM,SN,0,2009,GWh
LN,SN,0,2009,GWh
JL,SN,0,2009,GWh
HL,SN,0,2009,GWh
SH,SN,0,2009,GWh
JS,SN,0,2009,GWh
ZJ,SN,0,2009,GWh
AH,SN,0,2009,GWh
FJ,SN,0,2009,GWh
JX,SN,0,2009,GWh
SD,SN,0,2009,GWh
HA,SN,0,2009,GWh
HB,SN,0,2009,GWh
HN,SN,0,2009,GWh
GD,SN,0,2009,GWh
GX,SN,0,2009,GWh
HI,SN,0,2009,GWh
CQ,SN,0,2009,GWh
SC,SN,0,2009,GWh
GZ,SN,0,2009,GWh
YN,SN,0,2009,GWh
SN,SN,0,2009,GWh
GS,SN,4345.01,2009,GWh
QH,SN,1437.5475,2009,GWh
NX,SN,938.45,2009,GWh
XJ,SN,0,2009,GWh
BJ,GS,0,2009,GWh
TJ,GS,0,2009,GWh
HE,GS,0,2009,GWh
SX,GS,0,2009,GWh
NM,GS,0,2009,GWh
LN,GS,0,2009,GWh
JL,GS,0,2009,GWh
HL,GS,0,2009,GWh
SH,GS,0,2009,GWh
JS,GS,0,2009,GWh
ZJ,GS,0,2009,GWh
AH,GS,0,2009,GWh
FJ,GS,0,2009,GWh
JX,GS,0,2009,GWh
SD,GS,0,2009,GWh
HA,GS,0,2009,GWh
HB,GS,0,2009,GWh
HN,GS,0,2009,GWh
GD,GS,0,2009,GWh
GX,GS,0,2009,GWh
HI,GS,0,2009,GWh
CQ,GS,0,2009,GWh
SC,GS,0.69,2009,GWh
GZ,GS,0,2009,GWh
YN,GS,0,2009,GWh
SN,GS,566.02,2009,GWh
GS,GS,0,2009,GWh
QH,GS,1437.5475,2009,GWh
NX,GS,2067.77,2009,GWh
XJ,GS,0,2009,GWh
BJ,QH,0,2009,GWh
TJ,QH,0,2009,GWh
HE,QH,0,2009,GWh
SX,QH,0,2009,GWh
NM,QH,0,2009,GWh
LN,QH,0,2009,GWh
JL,QH,0,2009,GWh
HL,QH,0,2009,GWh
SH,QH,0,2009,GWh
JS,QH,0,2009,GWh
ZJ,QH,0,2009,GWh
AH,QH,0,2009,GWh
FJ,QH,0,2009,GWh
JX,QH,0,2009,GWh
SD,QH,0,2009,GWh
HA,QH,0,2009,GWh
HB,QH,0,2009,GWh
HN,QH,0,2009,GWh
GD,QH,0,2009,GWh
GX,QH,0,2009,GWh
HI,QH,0,2009,GWh
CQ,QH,0,2009,GWh
SC,QH,0,2009,GWh
GZ,QH,0,2009,GWh
YN,QH,0,2009,GWh
SN,QH,0,2009,GWh
GS,QH,1551.49,2009,GWh
QH,QH,0,2009,GWh
NX,QH,0,2009,GWh
XJ,QH,0,2009,GWh
BJ,NX,0,2009,GWh
TJ,NX,0,2009,GWh
HE,NX,0,2009,GWh
SX,NX,0,2009,GWh
NM,NX,484.92,2009,GWh
LN,NX,0,2009,GWh
JL,NX,0,2009,GWh
HL,NX,0,2009,GWh
SH,NX,0,2009,GWh
JS,NX,0,2009,GWh
ZJ,NX,0,2009,GWh
AH,NX,0,2009,GWh
FJ,NX,0,2009,GWh
JX,NX,0,2009,GWh
SD,NX,0,2009,GWh
HA,NX,0,2009,GWh
HB,NX,0,2009,GWh
HN,NX,0,2009,GWh
GD,NX,0,2009,GWh
GX,NX,0,2009,GWh
HI,NX,0,2009,GWh
CQ,NX,0,2009,GWh
SC,NX,0,2009,GWh
GZ,NX,0,2009,GWh
YN,NX,0,2009,GWh
SN,NX,0,2009,GWh
GS,NX,2152.93,2009,GWh
QH,NX,1437.5475,2009,GWh
NX,NX,0,2009,GWh
XJ,NX,0,2009,GWh
BJ,XJ,0,2009,GWh
TJ,XJ,0,2009,GWh
HE,XJ,0,2009,GWh
SX,XJ,0,2009,GWh
NM,XJ,0,2009,GWh
LN,XJ,0,2009,GWh
JL,XJ,0,2009,GWh
HL,XJ,0,2009,GWh
SH,XJ,0,2009,GWh
JS,XJ,0,2009,GWh
ZJ,XJ,0,2009,GWh
AH,XJ,0,2009,GWh
FJ,XJ,0,2009,GWh
JX,XJ,0,2009,GWh
SD,XJ,0,2009,GWh
HA,XJ,0,2009,GWh
HB,XJ,0,2009,GWh
HN,XJ,0,2009,GWh
GD,XJ,0,2009,GWh
GX,XJ,0,2009,GWh
HI,XJ,0,2009,GWh
CQ,XJ,0,2009,GWh
SC,XJ,0,2009,GWh
GZ,XJ,0,2009,GWh
YN,XJ,0,2009,GWh
SN,XJ,0,2009,GWh
GS,XJ,0,2009,GWh
QH,XJ,1437.5475,2009,GWh
NX,XJ,0,2009,GWh
XJ,XJ,0,2009,GWh
BJ,Export,0,2009,GWh
TJ,Export,0,2009,GWh
HE,Export,0,2009,GWh
SX,Export,0,2009,GWh
NM,Export,0,2009,GWh
LN,Export,0,2009,GWh
JL,Export,0,2009,GWh
HL,Export,0,2009,GWh
SH,Export,0,2009,GWh
JS,Export,0,2009,GWh
ZJ,Export,0,2009,GWh
AH,Export,0,2009,GWh
FJ,Export,0,2009,GWh
JX,Export,0,2009,GWh
SD,Export,0,2009,GWh
HA,Export,0,2009,GWh
HB,Export,0,2009,GWh
HN,Export,0,2009,GWh
GD,Export,13802.87,2009,GWh
GX,Export,37.52,2009,GWh
HI,Export,0,2009,GWh
CQ,Export,0,2009,GWh
SC,Export,0,2009,GWh
GZ,Export,0,2009,GWh
YN,Export,4142.24,2009,GWh
SN,Export,0,2009,GWh
GS,Export,0,2009,GWh
QH,Export,0,2009,GWh
NX,Export,0,2009,GWh
XJ,Export,0,2009,GWh
BJ,BJ,0,2010,GWh
TJ,BJ,2983.115,2010,GWh
HE,BJ,0,2010,GWh
SX,BJ,56448.98,2010,GWh
NM,BJ,17799.2625,2010,GWh
LN,BJ,1763.176,2010,GWh
JL,BJ,7.44,2010,GWh
HL,BJ,0,2010,GWh
SH,BJ,0,2010,GWh
JS,BJ,0,2010,GWh
ZJ,BJ,0,2010,GWh
AH,BJ,0,2010,GWh
FJ,BJ,0,2010,GWh
JX,BJ,0,2010,GWh
SD,BJ,44.38,2010,GWh
