# File: ABSPI_intra_province_electricity_trade.csv
# Title: Intraprovince electricity trade
# Units: GWh
# Comments: obtained from Annual Book of Statistics for Power Industry from 2005 to 2019 preprocessed from original data format in Chinese
# Column types: ccnic
# ----------
from.region,to.region,value,year,units
HB,AH,0,2016,GWh
HN,AH,0,2016,GWh
GD,AH,0,2016,GWh
GX,AH,0,2016,GWh
HI,AH,0,2016,GWh
CQ,AH,0,2016,GWh
SC,AH,0,2016,GWh
GZ,AH,0,2016,GWh
YN,AH,0,2016,GWh
SN,AH,0,2016,GWh
GS,AH,0,2016,GWh
QH,AH,0,2016,GWh
NX,AH,0,2016,GWh
XJ,AH,0,2016,GWh
BJ,FJ,0,2016,GWh
TJ,FJ,0,2016,GWh
HE,FJ,0,2016,GWh
SX,FJ,0,2016,GWh
NM,FJ,0,2016,GWh
LN,FJ,0,2016,GWh
JL,FJ,0,2016,GWh
HL,FJ,0,2016,GWh
SH,FJ,0,2016,GWh
JS,FJ,0,2016,GWh
ZJ,FJ,655.43,2016,GWh
AH,FJ,0,2016,GWh
FJ,FJ,0,2016,GWh
JX,FJ,0,2016,GWh
SD,FJ,0,2016,GWh
HA,FJ,0,2016,GWh
HB,FJ,0,2016,GWh
HN,FJ,0,2016,GWh
GD,FJ,0,2016,GWh
GX,FJ,0,2016,GWh
HI,FJ,0,2016,GWh
CQ,FJ,0,2016,GWh
SC,FJ,0,2016,GWh
GZ,FJ,0,2016,GWh
YN,FJ,0,2016,GWh
SN,FJ,0,2016,GWh
GS,FJ,0,2016,GWh
QH,FJ,0,2016,GWh
NX,FJ,0,2016,GWh
XJ,FJ,0,2016,GWh
BJ,JX,0,2016,GWh
TJ,JX,0,2016,GWh
HE,JX,0,2016,GWh
SX,JX,0,2016,GWh
NM,JX,0,2016,GWh
LN,JX,0,2016,GWh
JL,JX,0,2016,GWh
HL,JX,0,2016,GWh
SH,JX,0,2016,GWh
JS,JX,0,2016,GWh
ZJ,JX,0,2016,GWh
AH,JX,0,2016,GWh
FJ,JX,0,2016,GWh
JX,JX,0,2016,GWh
SD,JX,0,2016,GWh
HA,JX,0,2016,GWh
HB,JX,9963.45,2016,GWh
HN,JX,0,2016,GWh
GD,JX,0,2016,GWh
GX,JX,0,2016,GWh
HI,JX,0,2016,GWh
CQ,JX,0,2016,GWh
SC,JX,0,2016,GWh
GZ,JX,0,2016,GWh
YN,JX,0,2016,GWh
SN,JX,0,2016,GWh
GS,JX,0,2016,GWh
QH,JX,0,2016,GWh
NX,JX,0,2016,GWh
XJ,JX,0,2016,GWh
BJ,SD,0,2016,GWh
TJ,SD,0,2016,GWh
HE,SD,0,2016,GWh
SX,SD,0,2016,GWh
NM,SD,0,2016,GWh
LN,SD,0,2016,GWh
JL,SD,0,2016,GWh
HL,SD,0,2016,GWh
SH,SD,0,2016,GWh
JS,SD,0,2016,GWh
ZJ,SD,0,2016,GWh
AH,SD,0,2016,GWh
FJ,SD,0,2016,GWh
JX,SD,0,2016,GWh
SD,SD,0,2016,GWh
HA,SD,0,2016,GWh
HB,SD,0,2016,GWh
HN,SD,0,2016,GWh
GD,SD,0,2016,GWh
GX,SD,0,2016,GWh
HI,SD,0,2016,GWh
CQ,SD,0,2016,GWh
SC,SD,0,2016,GWh
GZ,SD,0,2016,GWh
YN,SD,0,2016,GWh
SN,SD,0,2016,GWh
GS,SD,0,2016,GWh
QH,SD,0,2016,GWh
NX,SD,29256.74,2016,GWh
XJ,SD,0,2016,GWh
BJ,HA,0,2016,GWh
TJ,HA,0,2016,GWh
HE,HA,0,2016,GWh
SX,HA,0,2016,GWh
NM,HA,0,2016,GWh
LN,HA,0,2016,GWh
JL,HA,0,2016,GWh
HL,HA,0,2016,GWh
SH,HA,0,2016,GWh
JS,HA,0,2016,GWh
ZJ,HA,0,2016,GWh
AH,HA,0,2016,GWh
FJ,HA,0,2016,GWh
JX,HA,0,2016,GWh
SD,HA,0,2016,GWh
HA,HA,0,2016,GWh
HB,HA,3114.76,2016,GWh
HN,HA,0,2016,GWh
GD,HA,0,2016,GWh
GX,HA,0,2016,GWh
HI,HA,0,2016,GWh
CQ,HA,0,2016,GWh
SC,HA,0,2016,GWh
GZ,HA,0,2016,GWh
YN,HA,0,2016,GWh
SN,HA,614.33,2016,GWh
GS,HA,0,2016,GWh
QH,HA,0,2016,GWh
NX,HA,0,2016,GWh
XJ,HA,32261.15,2016,GWh
BJ,HB,0,2016,GWh
TJ,HB,0,2016,GWh
HE,HB,0,2016,GWh
SX,HB,0,2016,GWh
NM,HB,0,2016,GWh
LN,HB,0,2016,GWh
JL,HB,0,2016,GWh
HL,HB,0,2016,GWh
SH,HB,0.23,2016,GWh
JS,HB,0,2016,GWh
ZJ,HB,0,2016,GWh
AH,HB,0,2016,GWh
FJ,HB,0,2016,GWh
JX,HB,175.08,2016,GWh
SD,HB,0,2016,GWh
HA,HB,3170.8,2016,GWh
HB,HB,0,2016,GWh
HN,HB,151.07,2016,GWh
GD,HB,0,2016,GWh
GX,HB,0,2016,GWh
HI,HB,0,2016,GWh
CQ,HB,1273,2016,GWh
SC,HB,0,2016,GWh
GZ,HB,0,2016,GWh
YN,HB,0,2016,GWh
SN,HB,7467.74,2016,GWh
GS,HB,0,2016,GWh
QH,HB,0,2016,GWh
NX,HB,0,2016,GWh
XJ,HB,0,2016,GWh
BJ,HN,0,2016,GWh
TJ,HN,0,2016,GWh
HE,HN,0,2016,GWh
SX,HN,0,2016,GWh
NM,HN,0,2016,GWh
LN,HN,0,2016,GWh
JL,HN,0,2016,GWh
HL,HN,0,2016,GWh
SH,HN,0,2016,GWh
JS,HN,0,2016,GWh
ZJ,HN,0,2016,GWh
AH,HN,0,2016,GWh
FJ,HN,0,2016,GWh
JX,HN,0,2016,GWh
SD,HN,0,2016,GWh
HA,HN,0,2016,GWh
HB,HN,12630.49,2016,GWh
HN,HN,0,2016,GWh
GD,HN,0,2016,GWh
GX,HN,448.98,2016,GWh
HI,HN,0,2016,GWh
CQ,HN,1539.86,2016,GWh
SC,HN,0,2016,GWh
GZ,HN,9396.29,2016,GWh
YN,HN,0,2016,GWh
SN,HN,0,2016,GWh
GS,HN,0,2016,GWh
QH,HN,0,2016,GWh
NX,HN,0,2016,GWh
XJ,HN,0,2016,GWh
BJ,GD,0,2016,GWh
TJ,GD,0,2016,GWh
HE,GD,0,2016,GWh
SX,GD,0,2016,GWh
NM,GD,0,2016,GWh
LN,GD,0,2016,GWh
JL,GD,0,2016,GWh
HL,GD,0,2016,GWh
SH,GD,0,2016,GWh
JS,GD,0,2016,GWh
ZJ,GD,0,2016,GWh
AH,GD,0,2016,GWh
FJ,GD,23.8,2016,GWh
JX,GD,0,2016,GWh
SD,GD,0,2016,GWh
HA,GD,0,2016,GWh
HB,GD,16070.59,2016,GWh
HN,GD,8280.12,2016,GWh
GD,GD,0,2016,GWh
GX,GD,8347.43,2016,GWh
HI,GD,94.04,2016,GWh
CQ,GD,0,2016,GWh
SC,GD,0,2016,GWh
GZ,GD,55011.55,2016,GWh
YN,GD,110052.07,2016,GWh
SN,GD,0,2016,GWh
GS,GD,0,2016,GWh
QH,GD,0,2016,GWh
NX,GD,0,2016,GWh
XJ,GD,0,2016,GWh
BJ,GX,0,2016,GWh
TJ,GX,0,2016,GWh
HE,GX,0,2016,GWh
SX,GX,0,2016,GWh
NM,GX,0,2016,GWh
LN,GX,0,2016,GWh
JL,GX,0,2016,GWh
HL,GX,0,2016,GWh
SH,GX,0,2016,GWh
JS,GX,0,2016,GWh
ZJ,GX,0,2016,GWh
AH,GX,0,2016,GWh
FJ,GX,0,2016,GWh
JX,GX,0,2016,GWh
SD,GX,0,2016,GWh
HA,GX,0,2016,GWh
HB,GX,0,2016,GWh
HN,GX,821.58,2016,GWh
GD,GX,0,2016,GWh
GX,GX,0,2016,GWh
HI,GX,0,2016,GWh
CQ,GX,0,2016,GWh
SC,GX,0,2016,GWh
GZ,GX,2047.92,2016,GWh
YN,GX,488.88,2016,GWh
SN,GX,0,2016,GWh
GS,GX,0,2016,GWh
QH,GX,0,2016,GWh
NX,GX,0,2016,GWh
XJ,GX,0,2016,GWh
BJ,HI,0,2016,GWh
TJ,HI,0,2016,GWh
HE,HI,0,2016,GWh
SX,HI,0,2016,GWh
NM,HI,0,2016,GWh
LN,HI,0,2016,GWh
JL,HI,0,2016,GWh
HL,HI,0,2016,GWh
SH,HI,0,2016,GWh
JS,HI,0,2016,GWh
ZJ,HI,0,2016,GWh
AH,HI,0,2016,GWh
FJ,HI,0,2016,GWh
JX,HI,0,2016,GWh
SD,HI,0,2016,GWh
HA,HI,0,2016,GWh
HB,HI,0,2016,GWh
HN,HI,0,2016,GWh
GD,HI,65.89,2016,GWh
GX,HI,0,2016,GWh
HI,HI,0,2016,GWh
CQ,HI,0,2016,GWh
SC,HI,0,2016,GWh
GZ,HI,0,2016,GWh
YN,HI,3322.544,2016,GWh
SN,HI,0,2016,GWh
GS,HI,0,2016,GWh
QH,HI,0,2016,GWh
NX,HI,0,2016,GWh
XJ,HI,0,2016,GWh
BJ,CQ,0,2016,GWh
TJ,CQ,0,2016,GWh
HE,CQ,0,2016,GWh
SX,CQ,0,2016,GWh
NM,CQ,0,2016,GWh
LN,CQ,0,2016,GWh
JL,CQ,0,2016,GWh
HL,CQ,0,2016,GWh
SH,CQ,0,2016,GWh
JS,CQ,0,2016,GWh
ZJ,CQ,0,2016,GWh
AH,CQ,0,2016,GWh
FJ,CQ,0,2016,GWh
JX,CQ,0,2016,GWh
SD,CQ,0,2016,GWh
HA,CQ,0,2016,GWh
HB,CQ,3516.78,2016,GWh
HN,CQ,0,2016,GWh
GD,CQ,0,2016,GWh
GX,CQ,0,2016,GWh
HI,CQ,0,2016,GWh
CQ,CQ,0,2016,GWh
SC,CQ,19329.15,2016,GWh
GZ,CQ,4872.87,2016,GWh
YN,CQ,3322.544,2016,GWh
SN,CQ,0,2016,GWh
GS,CQ,0,2016,GWh
QH,CQ,0,2016,GWh
NX,CQ,0,2016,GWh
XJ,CQ,0,2016,GWh
BJ,SC,0,2016,GWh
TJ,SC,0,2016,GWh
HE,SC,0,2016,GWh
SX,SC,0,2016,GWh
NM,SC,0,2016,GWh
LN,SC,0,2016,GWh
JL,SC,0,2016,GWh
HL,SC,0,2016,GWh
SH,SC,0.57,2016,GWh
JS,SC,0,2016,GWh
ZJ,SC,0,2016,GWh
AH,SC,0,2016,GWh
FJ,SC,0,2016,GWh
JX,SC,0,2016,GWh
SD,SC,0,2016,GWh
HA,SC,0,2016,GWh
HB,SC,0,2016,GWh
HN,SC,0,2016,GWh
GD,SC,0,2016,GWh
GX,SC,0,2016,GWh
HI,SC,0,2016,GWh
CQ,SC,1536.17,2016,GWh
SC,SC,0,2016,GWh
GZ,SC,0,2016,GWh
YN,SC,3643.034,2016,GWh
SN,SC,3081.41,2016,GWh
GS,SC,64.96,2016,GWh
QH,SC,0,2016,GWh
NX,SC,0,2016,GWh
XJ,SC,0,2016,GWh
BJ,GZ,0,2016,GWh
TJ,GZ,0,2016,GWh
HE,GZ,0,2016,GWh
SX,GZ,0,2016,GWh
NM,GZ,0,2016,GWh
LN,GZ,0,2016,GWh
JL,GZ,0,2016,GWh
HL,GZ,0,2016,GWh
SH,GZ,0,2016,GWh
JS,GZ,0,2016,GWh
ZJ,GZ,0,2016,GWh
AH,GZ,0,2016,GWh
FJ,GZ,0,2016,GWh
JX,GZ,0,2016,GWh
SD,GZ,0,2016,GWh
HA,GZ,0,2016,GWh
HB,GZ,0,2016,GWh
HN,GZ,0,2016,GWh
GD,GZ,0,2016,GWh
GX,GZ,171.1,2016,GWh
HI,GZ,0,2016,GWh
CQ,GZ,0.11,2016,GWh
SC,GZ,0,2016,GWh
GZ,GZ,0,2016,GWh
YN,GZ,3623.494,2016,GWh
SN,GZ,0,2016,GWh
GS,GZ,0,2016,GWh
QH,GZ,0,2016,GWh
NX,GZ,0,2016,GWh
XJ,GZ,0,2016,GWh
BJ,YN,0,2016,GWh
TJ,YN,0,2016,GWh
HE,YN,0,2016,GWh
SX,YN,0,2016,GWh
NM,YN,0,2016,GWh
LN,YN,0,2016,GWh
JL,YN,0,2016,GWh
HL,YN,0,2016,GWh
SH,YN,0,2016,GWh
JS,YN,0,2016,GWh
ZJ,YN,0,2016,GWh
AH,YN,0,2016,GWh
FJ,YN,0,2016,GWh
JX,YN,0,2016,GWh
SD,YN,0,2016,GWh
HA,YN,0,2016,GWh
HB,YN,0,2016,GWh
HN,YN,0,2016,GWh
GD,YN,0,2016,GWh
GX,YN,24.49,2016,GWh
HI,YN,0,2016,GWh
CQ,YN,0,2016,GWh
SC,YN,0,2016,GWh
GZ,YN,0,2016,GWh
YN,YN,0,2016,GWh
SN,YN,0,2016,GWh
GS,YN,0,2016,GWh
QH,YN,0,2016,GWh
NX,YN,0,2016,GWh
XJ,YN,0,2016,GWh
BJ,SN,0,2016,GWh
TJ,SN,0,2016,GWh
HE,SN,0,2016,GWh
SX,SN,203.68,2016,GWh
NM,SN,1523.28,2016,GWh
LN,SN,0,2016,GWh
JL,SN,0,2016,GWh
HL,SN,0,2016,GWh
SH,SN,0,2016,GWh
JS,SN,0,2016,GWh
ZJ,SN,0,2016,GWh
AH,SN,0,2016,GWh
FJ,SN,0,2016,GWh
JX,SN,0,2016,GWh
SD,SN,0,2016,GWh
HA,SN,0,2016,GWh
HB,SN,2510.44,2016,GWh
HN,SN,0,2016,GWh
GD,SN,0,2016,GWh
GX,SN,0,2016,GWh
HI,SN,0,2016,GWh
CQ,SN,0,2016,GWh
SC,SN,4602.39,2016,GWh
GZ,SN,0,2016,GWh
YN,SN,3322.544,2016,GWh
SN,SN,0,2016,GWh
GS,SN,6051.77,2016,GWh
QH,SN,0,2016,GWh
NX,SN,278.49,2016,GWh
XJ,SN,0,2016,GWh
BJ,GS,0,2016,GWh
TJ,GS,0,2016,GWh
HE,GS,0,2016,GWh
SX,GS,0,2016,GWh
NM,GS,0,2016,GWh
LN,GS,0,2016,GWh
JL,GS,0,2016,GWh
HL,GS,0,2016,GWh
SH,GS,0,2016,GWh
JS,GS,0,2016,GWh
ZJ,GS,0,2016,GWh
AH,GS,0,2016,GWh
FJ,GS,0,2016,GWh
JX,GS,0,2016,GWh
SD,GS,0,2016,GWh
HA,GS,0,2016,GWh
HB,GS,0,2016,GWh
HN,GS,0,2016,GWh
GD,GS,0,2016,GWh
GX,GS,0,2016,GWh
HI,GS,0,2016,GWh
CQ,GS,0,2016,GWh
SC,GS,1.45,2016,GWh
GZ,GS,0,2016,GWh
YN,GS,0,2016,GWh
SN,GS,3991.47,2016,GWh
GS,GS,0,2016,GWh
QH,GS,2614.94,2016,GWh
NX,GS,1643.3,2016,GWh
XJ,GS,3797.85,2016,GWh
BJ,QH,0,2016,GWh
TJ,QH,0,2016,GWh
HE,QH,0,2016,GWh
SX,QH,0,2016,GWh
NM,QH,0,2016,GWh
LN,QH,0,2016,GWh
JL,QH,0,2016,GWh
HL,QH,0,2016,GWh
SH,QH,0,2016,GWh
JS,QH,0,2016,GWh
ZJ,QH,0,2016,GWh
AH,QH,0,2016,GWh
FJ,QH,0,2016,GWh
JX,QH,0,2016,GWh
SD,QH,0,2016,GWh
HA,QH,0,2016,GWh
HB,QH,0,2016,GWh
HN,QH,0,2016,GWh
GD,QH,0,2016,GWh
GX,QH,0,2016,GWh
HI,QH,0,2016,GWh
CQ,QH,0,2016,GWh
SC,QH,0,2016,GWh
GZ,QH,0,2016,GWh
YN,QH,0,2016,GWh
SN,QH,0,2016,GWh
GS,QH,11256.01,2016,GWh
QH,QH,0,2016,GWh
NX,QH,0,2016,GWh
XJ,QH,0,2016,GWh
BJ,NX,0,2016,GWh
TJ,NX,0,2016,GWh
HE,NX,0,2016,GWh
SX,NX,0,2016,GWh
NM,NX,268.7,2016,GWh
LN,NX,0,2016,GWh
JL,NX,0,2016,GWh
HL,NX,0,2016,GWh
SH,NX,0,2016,GWh
JS,NX,0,2016,GWh
ZJ,NX,0,2016,GWh
AH,NX,0,2016,GWh
FJ,NX,0,2016,GWh
JX,NX,0,2016,GWh
SD,NX,0,2016,GWh
HA,NX,0,2016,GWh
HB,NX,0,2016,GWh
HN,NX,0,2016,GWh
GD,NX,0,2016,GWh
GX,NX,0,2016,GWh
HI,NX,0,2016,GWh
CQ,NX,0,2016,GWh
SC,NX,0,2016,GWh
GZ,NX,0,2016,GWh
YN,NX,0,2016,GWh
SN,NX,0,2016,GWh
GS,NX,8458.81,2016,GWh
QH,NX,0,2016,GWh
NX,NX,0,2016,GWh
XJ,NX,0,2016,GWh
BJ,XJ,0,2016,GWh
TJ,XJ,0,2016,GWh
HE,XJ,0,2016,GWh
SX,XJ,0,2016,GWh
NM,XJ,0,2016,GWh
LN,XJ,0,2016,GWh
JL,XJ,0,2016,GWh
HL,XJ,0,2016,GWh
SH,XJ,0,2016,GWh
JS,XJ,0,2016,GWh
ZJ,XJ,0,2016,GWh
AH,XJ,0,2016,GWh
FJ,XJ,0,2016,GWh
JX,XJ,0,2016,GWh
SD,XJ,0,2016,GWh
HA,XJ,0,2016,GWh
HB,XJ,0,2016,GWh
HN,XJ,0,2016,GWh
GD,XJ,0,2016,GWh
GX,XJ,0,2016,GWh
HI,XJ,0,2016,GWh
CQ,XJ,0,2016,GWh
SC,XJ,0,2016,GWh
GZ,XJ,0,2016,GWh
YN,XJ,0,2016,GWh
SN,XJ,0,2016,GWh
GS,XJ,413.97,2016,GWh
QH,XJ,0,2016,GWh
NX,XJ,0,2016,GWh
XJ,XJ,0,2016,GWh
BJ,Export,0,2016,GWh
TJ,Export,0,2016,GWh
HE,Export,0,2016,GWh
SX,Export,0,2016,GWh
NM,Export,1107.06,2016,GWh
LN,Export,0,2016,GWh
JL,Export,1.95,2016,GWh
HL,Export,0,2016,GWh
SH,Export,0,2016,GWh
JS,Export,0,2016,GWh
ZJ,Export,0,2016,GWh
AH,Export,0,2016,GWh
FJ,Export,0,2016,GWh
JX,Export,0,2016,GWh
SD,Export,0,2016,GWh
HA,Export,0,2016,GWh
HB,Export,0,2016,GWh
HN,Export,0,2016,GWh
GD,Export,4305.82,2016,GWh
GX,Export,16.74,2016,GWh
HI,Export,0,2016,GWh
CQ,Export,0,2016,GWh
SC,Export,7,2016,GWh
GZ,Export,0,2016,GWh
YN,Export,1858.42,2016,GWh
SN,Export,0,2016,GWh
GS,Export,0,2016,GWh
QH,Export,718.5,2016,GWh
NX,Export,0,2016,GWh
XJ,Export,6.51,2016,GWh
BJ,BJ,0,2017,GWh
TJ,BJ,7089.48,2017,GWh
HE,BJ,10282.395,2017,GWh
SX,BJ,33245.30333,2017,GWh
NM,BJ,0,2017,GWh
LN,BJ,10188.54667,2017,GWh
JL,BJ,0,2017,GWh
HL,BJ,0,2017,GWh
SH,BJ,0,2017,GWh
JS,BJ,0,2017,GWh
ZJ,BJ,0,2017,GWh
AH,BJ,0,2017,GWh
FJ,BJ,0,2017,GWh
JX,BJ,0,2017,GWh
SD,BJ,0,2017,GWh
HA,BJ,749.93,2017,GWh
HB,BJ,0,2017,GWh
HN,BJ,0,2017,GWh
GD,BJ,0,2017,GWh
GX,BJ,0,2017,GWh
HI,BJ,0,2017,GWh
CQ,BJ,0,2017,GWh
SC,BJ,0,2017,GWh
GZ,BJ,0,2017,GWh
YN,BJ,0,2017,GWh
SN,BJ,0,2017,GWh
GS,BJ,0,2017,GWh
QH,BJ,0,2017,GWh
NX,BJ,0,2017,GWh
XJ,BJ,0,2017,GWh
BJ,TJ,0,2017,GWh
TJ,TJ,0,2017,GWh
HE,TJ,13033.045,2017,GWh
SX,TJ,2231.293333,2017,GWh
NM,TJ,6843.36,2017,GWh
LN,TJ,10188.54667,2017,GWh
JL,TJ,0,2017,GWh
HL,TJ,0,2017,GWh
SH,TJ,0,2017,GWh
JS,TJ,0,2017,GWh
ZJ,TJ,0,2017,GWh
AH,TJ,0,2017,GWh
FJ,TJ,0,2017,GWh
JX,TJ,0,2017,GWh
SD,TJ,0,2017,GWh
HA,TJ,0,2017,GWh
HB,TJ,0,2017,GWh
HN,TJ,0,2017,GWh
GD,TJ,0,2017,GWh
GX,TJ,0,2017,GWh
HI,TJ,0,2017,GWh
CQ,TJ,0,2017,GWh
SC,TJ,0,2017,GWh
GZ,TJ,0,2017,GWh
YN,TJ,0,2017,GWh
SN,TJ,0,2017,GWh
GS,TJ,0,2017,GWh
QH,TJ,0,2017,GWh
NX,TJ,0,2017,GWh
XJ,TJ,0,2017,GWh
BJ,HE,534.78,2017,GWh
TJ,HE,0,2017,GWh
HE,HE,0,2017,GWh
SX,HE,32043.16333,2017,GWh
NM,HE,84201.12,2017,GWh
LN,HE,10188.54667,2017,GWh
JL,HE,0,2017,GWh
HL,HE,0,2017,GWh
SH,HE,0,2017,GWh
JS,HE,0,2017,GWh
ZJ,HE,0,2017,GWh
AH,HE,0,2017,GWh
FJ,HE,0,2017,GWh
JX,HE,0,2017,GWh
SD,HE,227.61,2017,GWh
HA,HE,0,2017,GWh
HB,HE,0,2017,GWh
HN,HE,0,2017,GWh
GD,HE,0,2017,GWh
GX,HE,0,2017,GWh
HI,HE,0,2017,GWh
CQ,HE,0,2017,GWh
SC,HE,0,2017,GWh
GZ,HE,0,2017,GWh
YN,HE,0,2017,GWh
SN,HE,21035.74,2017,GWh
GS,HE,0,2017,GWh
QH,HE,0,2017,GWh
NX,HE,0,2017,GWh
XJ,HE,0,2017,GWh
BJ,SX,0,2017,GWh
TJ,SX,0,2017,GWh
HE,SX,10158.315,2017,GWh
SX,SX,0,2017,GWh
NM,SX,5897.24,2017,GWh
LN,SX,0,2017,GWh
JL,SX,0,2017,GWh
HL,SX,0,2017,GWh
SH,SX,0,2017,GWh
JS,SX,0,2017,GWh
ZJ,SX,0,2017,GWh
AH,SX,0,2017,GWh
FJ,SX,0,2017,GWh
JX,SX,0,2017,GWh
SD,SX,0,2017,GWh
HA,SX,0,2017,GWh
HB,SX,0,2017,GWh
HN,SX,0,2017,GWh
GD,SX,0,2017,GWh
GX,SX,0,2017,GWh
HI,SX,0,2017,GWh
CQ,SX,0,2017,GWh
SC,SX,0,2017,GWh
GZ,SX,0,2017,GWh
YN,SX,0,2017,GWh
SN,SX,0.22,2017,GWh
GS,SX,0,2017,GWh
QH,SX,0,2017,GWh
NX,SX,0,2017,GWh
XJ,SX,0,2017,GWh
BJ,NM,0,2017,GWh
TJ,NM,0,2017,GWh
HE,NM,10158.315,2017,GWh
SX,NM,0,2017,GWh
NM,NM,0,2017,GWh
LN,NM,0,2017,GWh
JL,NM,1058.81,2017,GWh
HL,NM,381.98,2017,GWh
SH,NM,0,2017,GWh
JS,NM,0,2017,GWh
ZJ,NM,0,2017,GWh
AH,NM,0,2017,GWh
FJ,NM,0,2017,GWh
JX,NM,0,2017,GWh
SD,NM,0,2017,GWh
HA,NM,0,2017,GWh
HB,NM,0,2017,GWh
HN,NM,0,2017,GWh
GD,NM,0,2017,GWh
GX,NM,0,2017,GWh
HI,NM,0,2017,GWh
CQ,NM,0,2017,GWh
SC,NM,0,2017,GWh
GZ,NM,0,2017,GWh
YN,NM,0,2017,GWh
SN,NM,0,2017,GWh
GS,NM,0,2017,GWh
QH,NM,0,2017,GWh
NX,NM,0,2017,GWh
XJ,NM,0,2017,GWh
BJ,LN,0,2017,GWh
TJ,LN,0,2017,GWh
HE,LN,0,2017,GWh
SX,LN,0,2017,GWh
NM,LN,45331.22,2017,GWh
LN,LN,0,2017,GWh
JL,LN,20804.86,2017,GWh
HL,LN,0,2017,GWh
SH,LN,0,2017,GWh
JS,LN,0,2017,GWh
ZJ,LN,0,2017,GWh
AH,LN,0,2017,GWh
FJ,LN,0,2017,GWh
JX,LN,0,2017,GWh
SD,LN,0,2017,GWh
HA,LN,0,2017,GWh
HB,LN,0,2017,GWh
HN,LN,0,2017,GWh
GD,LN,0,2017,GWh
GX,LN,0,2017,GWh
HI,LN,0,2017,GWh
CQ,LN,0,2017,GWh
SC,LN,0,2017,GWh
GZ,LN,0,2017,GWh
YN,LN,0,2017,GWh
SN,LN,0,2017,GWh
GS,LN,0,2017,GWh
QH,LN,0,2017,GWh
NX,LN,0,2017,GWh
XJ,LN,0,2017,GWh
BJ,JL,0,2017,GWh
TJ,JL,0,2017,GWh
HE,JL,0,2017,GWh
SX,JL,0,2017,GWh
NM,JL,1168.07,2017,GWh
LN,JL,42,2017,GWh
JL,JL,0,2017,GWh
HL,JL,12871.95,2017,GWh
SH,JL,0,2017,GWh
JS,JL,0,2017,GWh
ZJ,JL,0,2017,GWh
AH,JL,0,2017,GWh
FJ,JL,0,2017,GWh
JX,JL,0,2017,GWh
SD,JL,0,2017,GWh
HA,JL,0,2017,GWh
HB,JL,0,2017,GWh
HN,JL,0,2017,GWh
GD,JL,0,2017,GWh
GX,JL,0,2017,GWh
HI,JL,0,2017,GWh
CQ,JL,0,2017,GWh
SC,JL,0,2017,GWh
GZ,JL,0,2017,GWh
YN,JL,0,2017,GWh
SN,JL,0,2017,GWh
GS,JL,0,2017,GWh
QH,JL,0,2017,GWh
NX,JL,0,2017,GWh
XJ,JL,0,2017,GWh
BJ,HL,0,2017,GWh
TJ,HL,0,2017,GWh
HE,HL,0,2017,GWh
SX,HL,0,2017,GWh
NM,HL,7505.07,2017,GWh
LN,HL,0,2017,GWh
JL,HL,64.23,2017,GWh
HL,HL,0,2017,GWh
SH,HL,0,2017,GWh
JS,HL,0,2017,GWh
ZJ,HL,0,2017,GWh
AH,HL,0,2017,GWh
FJ,HL,0,2017,GWh
JX,HL,0,2017,GWh
SD,HL,0,2017,GWh
HA,HL,0,2017,GWh
HB,HL,0,2017,GWh
HN,HL,0,2017,GWh
GD,HL,0,2017,GWh
GX,HL,0,2017,GWh
HI,HL,0,2017,GWh
CQ,HL,0,2017,GWh
SC,HL,0,2017,GWh
GZ,HL,0,2017,GWh
YN,HL,0,2017,GWh
SN,HL,0,2017,GWh
GS,HL,0,2017,GWh
QH,HL,0,2017,GWh
NX,HL,0,2017,GWh
XJ,HL,0,2017,GWh
BJ,SH,0,2017,GWh
TJ,SH,0,2017,GWh
HE,SH,0,2017,GWh
SX,SH,0,2017,GWh
NM,SH,0,2017,GWh
LN,SH,0,2017,GWh
JL,SH,0,2017,GWh
HL,SH,0,2017,GWh
SH,SH,0,2017,GWh
JS,SH,9645.32,2017,GWh
ZJ,SH,15050.87,2017,GWh
AH,SH,0,2017,GWh
FJ,SH,0,2017,GWh
JX,SH,0,2017,GWh
SD,SH,0,2017,GWh
HA,SH,0,2017,GWh
HB,SH,24285.51,2017,GWh
HN,SH,0,2017,GWh
GD,SH,0,2017,GWh
GX,SH,0,2017,GWh
HI,SH,0,2017,GWh
CQ,SH,0,2017,GWh
SC,SH,32397.56,2017,GWh
GZ,SH,0,2017,GWh
YN,SH,0,2017,GWh
SN,SH,0,2017,GWh
GS,SH,0,2017,GWh
QH,SH,0,2017,GWh
NX,SH,0,2017,GWh
XJ,SH,0,2017,GWh
BJ,JS,0,2017,GWh
TJ,JS,0,2017,GWh
HE,JS,0,2017,GWh
SX,JS,25699.99,2017,GWh
NM,JS,0,2017,GWh
LN,JS,0,2017,GWh
JL,JS,0,2017,GWh
HL,JS,0,2017,GWh
SH,JS,8556.89,2017,GWh
JS,JS,0,2017,GWh
ZJ,JS,656,2017,GWh
AH,JS,24259.82,2017,GWh
FJ,JS,0,2017,GWh
JX,JS,0,2017,GWh
SD,JS,0,2017,GWh
HA,JS,0,2017,GWh
HB,JS,10621.4,2017,GWh
HN,JS,0,2017,GWh
GD,JS,0,2017,GWh
GX,JS,0,2017,GWh
HI,JS,0,2017,GWh
CQ,JS,0,2017,GWh
SC,JS,38710.45,2017,GWh
GZ,JS,0,2017,GWh
YN,JS,0,2017,GWh
